# zone, xcoord, ycoord
4106,652569.940765357,263161.619656991
4107,660318.018649486,256044.829763601
4108,654028.135828251,261577.848984884
4109,651618.015110116,254348.585388477
4110,655555.844679768,263240.729794291
4111,656374.020857319,260622.715060872
4112,658339.801973397,261840.765702427
4113,656231.955142987,255388.441628765
4114,655057.292123949,256151.072448042
4115,652810.573657265,256183.514013477
4116,659631.161461543,263496.714480739
4117,649390.481065071,254472.746195193
4118,656379.483629642,259206.726718107
4119,653611.02077897,259867.520286167
4120,653549.749981643,253681.770885016
4121,657785.570619621,264655.499557789
4122,654574.676179867,258224.683938084
4123,659059.58157554,258640.622925617
4131,658015.918425643,235189.054345371
4132,657025.031453448,238077.117062812
4133,655986.899361132,231704.431108046
4134,654121.991202901,241083.658662166
4135,653165.687323774,235415.9374805
4136,645034.972886174,241130.625009169
4137,655344.658059924,236253.41032232
4138,655597.313291043,239674.452531212
4139,656630.432853742,231942.89807955
4140,651981.861044176,238840.196925793
4141,656056.937661367,234735.931778582
4142,649153.427379703,237902.456719753
4143,650938.530959035,234911.763774365
4144,646664.520824475,239569.405796415
4145,652243.349269055,242071.99043682
4146,650267.132088022,241102.253610082
4147,654718.326879141,237740.878119536
4161,641452.087511715,265297.909641279
4162,650795.06441785,269505.023485714
4163,643357.750056802,262263.158213262
4164,652182.854699679,265389.774178894
4165,642020.158285946,260387.442801506
4166,645827.230634372,258100.424560488
4167,647007.383322122,261395.655521024
4168,646968.202899611,263322.215157755
4169,645649.205664737,265538.301957054
4170,647005.439149745,267510.022152804
4171,652033.264554168,268925.152066972
4172,639572.386939628,265324.179132436
4173,642868.949407961,254706.582637299
4174,651678.884306685,267501.131650492
4175,643551.31653242,263950.412081694
4176,653196.064928448,270810.726384264
4177,641146.313980293,266977.844151307
4178,649433.552918171,265555.375520534
4179,645582.647051278,259574.103630526
4180,654098.343434042,268636.934907617
4181,639760.087023589,258613.871469451
4182,642358.750257725,257009.302526189
4183,649338.486878652,257957.839652886
4191,657941.067449464,246654.493646405
4192,656872.306096734,240397.773726927
4193,658931.702850017,252527.653900158
4194,659164.823091202,245936.771145586
4195,656790.980822473,244811.634819309
4196,660854.495023773,237954.202188223
4197,655885.137933218,241995.086682759
4198,658687.826778952,248476.268436922
4199,655228.091567151,253605.729727781
4200,651667.14899065,248377.959505678
4201,656018.977593769,248564.736757642
4202,659670.636390473,238752.221311225
4203,656405.344968864,252007.090773103
4204,655230.300921782,250566.939482227
4205,658580.642079492,250370.991104959
4206,652313.55881716,250565.499664061
4207,652905.866149034,247217.111718546
4208,658214.562007486,242330.243402984
4209,654323.04013329,244396.981323717
4210,654474.883378712,247797.289741009
4221,669374.205820673,225183.526565485
4222,669985.412732566,238241.634154441
4223,669984.431073799,229730.452966448
4224,668198.192161207,231347.002790249
4225,670036.086806445,233252.065132846
4226,668522.838679665,240608.658136252
4227,663253.83870061,237796.627027771
4228,665797.272584027,238889.908794971
4229,666826.707875706,241395.435124782
4230,665852.6642483,235197.912523145
4231,672542.143878914,222321.542955641
4232,667174.608591156,233500.667097786
4233,664388.24760364,240198.975414439
4234,671541.140217881,235077.279130663
4235,671954.597521963,231965.619237258
4236,668172.099171729,235988.892258369
4237,672783.633036928,224440.756868694
4238,670113.294007391,240808.551671163
4239,670822.310238264,226546.616161069
4240,665022.489011166,242938.874429247
4251,636002.398849932,262097.596207366
4252,622848.940713446,265092.822042125
4253,627981.293614848,263358.778237295
4254,631261.467984509,268146.85110316
4255,635744.460005146,266144.580768166
4256,637530.213315614,264465.158052205
4257,625631.269972521,263723.093974692
4258,627542.766010753,267304.756683982
4259,639462.766064463,262645.923161314
4260,638706.092161384,266175.067700655
4261,634558.162163066,268698.355195146
4262,637120.777902318,260463.333188303
4263,632951.937059171,265927.648588251
4264,634745.18343861,263833.49949531
4271,635434.994563062,241584.713586597
4272,645492.774212045,234900.802523389
4273,642700.954402748,237292.584289609
4274,637004.186223943,233869.341879414
4275,648074.170213887,236453.466933446
4276,644012.54435138,242687.340760171
4277,647488.834855356,235028.459320407
4278,640745.907363874,239127.062919335
4279,631523.58662605,234205.755299797
4280,637832.005183619,240398.541115367
4281,645178.737337619,233570.967036369
4282,633786.138286973,238705.473829485
4283,641452.70707394,241121.324517284
4284,645394.844873221,237082.123769329
4285,636621.072049979,236880.790672672
4286,643137.229812714,239349.827959716
4287,634332.891425607,235554.90507814
4288,643738.754521387,235275.822423602
4289,639528.356987461,237465.268111721
4301,665858.828230454,267482.566415316
4302,667694.855829811,267021.584471905
4303,659575.164238138,268319.771002642
4304,661290.759251271,268012.703768328
4305,664116.640301515,264790.309776146
4306,672712.903704215,267960.035900246
4307,657455.333006286,273397.532664008
4308,673774.689216261,269013.3074159
4309,661083.731063891,271197.805382738
4310,660619.535056903,272946.121809821
4311,655643.93865286,271258.553151536
4312,666687.3717647,264191.656804544
4313,657874.247677963,270208.502708805
4314,668368.49569939,268466.528332127
4315,666447.823048176,268854.297265151
4316,662813.488572923,272798.252510878
4317,670881.271693852,268600.506934469
4318,669517.185885366,264209.55989117
4319,671157.098431867,266008.96231434
4320,663685.809588117,268253.578530594
4321,664017.496467149,266501.945547352
4322,669852.985043629,267409.481343589
4323,664191.619796565,270926.462004
4401,749168.517731692,264613.737203792
4406,741469.956861535,271184.075958851
4411,745076.300612382,266024.265506088
4416,741105.11583423,269389.166573282
4421,752384.649580965,262188.890410411
4426,740982.408473507,272450.561966881
4431,747177.313969551,263076.773685813
4436,744314.909374908,269859.293060573
4441,744190.445209884,268324.239348719
4446,738834.709419734,270584.537430482
4451,742889.095945706,271316.047249708
4461,739155.271129633,267423.632782541
4471,733907.543776006,262061.353471745
4476,735287.484121117,268244.245676696
4486,738768.678824469,261498.342716896
4495,734521.634670177,264385.726119816
4501,731097.058014864,264491.326183306
4506,732079.401578216,267211.468744864
4511,737771.193845191,264189.886349991
4536,698777.484997056,279710.991574194
4545,698080.367192266,281970.745909481
4546,694650.273467546,280367.353049259
4551,710885.948567662,261304.744562356
4561,712974.029339235,270561.62529703
4566,709713.245317913,268497.848011577
4571,706545.117399115,267323.380503317
4590,716303.467415867,270713.317398985
4591,712263.98804142,265053.50076135
4601,700263.165652326,273255.916452244
4606,714338.444236366,264935.508753565
4611,715708.449523479,267588.780347934
4616,704701.993262814,271900.296607108
4621,708562.943455839,271822.349067328
4641,737042.127462004,274551.445241182
4643,733128.05579034,277360.977199399
4646,724184.800854383,279692.203867144
4651,726854.553013333,280690.257562333
4656,738966.18578658,273400.323762662
4666,728021.454033515,274425.235903262
4671,730299.896821041,278006.501530288
4681,735542.046599565,273097.251681942
4683,732461.330417905,275037.187273665
4691,735064.909538022,276521.95731893
4696,727235.988386245,278846.939237708
4701,723558.816226681,276157.642142264
4711,720994.261351936,265874.524820375
4716,719052.017474106,261966.52041789
4721,712260.408682286,256578.742915388
4723,722811.403156154,262785.708994131
4724,714929.057169768,257505.516034518
4726,714273.066371404,252788.244070377
4741,717086.116220913,264331.724861345
4746,717111.816982868,260120.725952886
4751,721325.042778647,256393.737370947
4756,727631.59570406,264084.449576629
4761,717895.939073954,257142.724683415
4776,720511.744092377,263605.025692284
4781,714459.647220289,261390.869019378
4786,720137.590426065,256355.891529753
4791,726640.753903825,261809.639642312
4801,719331.593773059,280766.243297998
4806,707702.274327688,277116.914090879
4811,711399.154226155,274921.962985843
4816,716529.446293079,277176.179934416
4821,706143.793058446,274801.146587453
4826,711235.814484636,277776.586398157
4831,717688.244436153,273632.83970295
4841,713854.425298108,273494.262067688
4846,720848.65396636,277471.604234257
4851,721594.10718865,280005.017541391
4864,716575.019277005,279774.685377927
4871,704305.731986159,279522.765617741
4881,720157.867244014,269136.298785965
4891,730223.055963662,271306.067898808
4901,733624.74872494,271045.886018033
4911,729561.790395975,268095.581039305
4921,724825.078100118,266849.488918036
4941,723263.666082388,272188.527178537
4946,725906.444743602,270130.116175162
4951,720839.927732977,273445.14396134
5001,726758.509611636,118100.370358084
5002,722252.406092942,117732.138460482
5003,716771.258088348,112148.361345467
5004,721523.257261545,113026.443873896
5005,720645.628364688,114661.180088882
5006,720729.594485205,121959.548487156
5007,720099.448939438,120510.428594132
5008,716359.153494327,115558.155747211
5009,721778.484750267,110336.646327577
5010,725677.630127988,122067.47486939
5011,719841.310092849,109744.00324215
5012,717910.621516905,125011.642097581
5013,718522.370085867,118198.948288991
5014,724368.110143953,113461.060123568
5015,717841.85596561,123102.680555584
5016,716774.804046193,110764.385303155
5017,718574.365628342,112467.368007295
5018,728311.156452996,113226.823155819
5019,718218.859025746,116523.657116151
5031,718692.195693564,155864.606172375
5032,711239.65629669,157533.45715647
5033,712402.217451447,147997.318782528
5034,714261.268009958,143898.494222827
5035,718168.832030533,145076.089689236
5036,715283.771403144,160757.357272772
5037,715205.162127485,150170.496920009
5038,712644.117458802,145697.131447161
5039,716492.199064309,146943.487375743
5040,716028.273460793,142154.585234195
5041,722958.131226346,143880.185688766
5042,712619.640928336,148569.075182473
5043,710525.988609556,154654.252564276
5044,712102.441014386,149587.863123051
5045,711672.912281053,147095.15500834
5046,716541.175480105,140063.198399267
5047,717886.078563067,149127.910880285
5061,689024.497603983,155177.055077297
5062,709827.420795194,144325.36730241
5063,680019.765787882,149440.676918471
5064,713981.424476489,138263.743327134
5065,708150.389316257,145665.818186828
5066,705385.96143217,150607.078186419
5067,706355.456355943,150718.154076691
5068,711472.586543013,141862.754364109
5069,706601.904580351,146210.081115047
5070,704148.187512329,142227.42186463
5071,701668.123273905,145955.176699112
5072,704636.741135142,147827.872315789
5073,709496.49971683,138531.55566014
5074,704260.556769571,151115.149604985
5075,702051.750484579,151135.057225439
5076,712035.84177803,133814.979260432
5077,715941.610158072,136639.805927699
5078,699334.687751531,148110.924864754
5079,697673.02783527,153777.606598574
5080,707934.731003544,149050.770613639
5081,712901.249058194,140126.11729289
5091,702527.319386585,112387.518127855
5092,696772.307128296,117766.769802397
5093,693992.162709787,118137.215785635
5094,689972.520037893,113593.948720343
5095,701630.062771858,128672.681070317
5096,706227.835532773,117067.391814094
5097,696400.343837503,109121.816470923
5098,703606.014167445,106499.515657157
5099,698074.493320388,116226.639935371
5101,714906.598847569,112067.629843454
5102,706854.222898345,121424.015937827
5104,713859.903916094,117160.094047943
5105,706217.480389212,134573.260985506
5106,705186.246363655,108059.948426114
5107,705820.867791735,129601.75067134
5108,710025.433107486,116211.655175897
5109,690354.710042987,121373.694850408
5110,708542.177432025,105845.899639438
5111,695422.491720416,113761.832118441
5112,709836.318709201,125716.331498201
5113,707720.332274166,114112.459634806
5114,695446.797469686,118516.52147608
5115,700665.005065893,113887.655063224
5116,711662.867713417,111664.206556332
5117,707098.329827331,119046.158703642
5118,706192.049913112,115955.797999918
5119,692346.267137519,116747.73644086
5120,705403.995327435,114530.899804493
5121,704728.291173597,115556.746387297
5122,692232.844522606,110558.119861453
5123,707924.961728314,109040.038034846
5125,699004.016544617,111469.953616145
5127,706407.241303306,108716.144418124
5128,704414.943608907,107269.354601454
5129,701479.007138281,135674.030230986
5130,700868.810120663,116118.793614548
5131,708572.58008564,115754.756121488
5132,685102.304293401,121723.347109291
5133,699720.208120839,116755.714909533
5134,709879.208821938,109384.401688751
5135,711552.361201625,120270.032666459
5136,688604.507391419,117541.822206986
5141,713220.533278008,95344.9829830153
5142,714175.149660272,91814.9512170965
5143,711174.969900874,97431.8872936288
5144,720478.904245533,90752.7972897983
5145,712603.674780876,101945.65020044
5146,706697.575838888,96913.8425357202
5147,714377.143185115,90590.7775972895
5148,714497.081233517,101247.145750844
5149,708765.013591671,95687.932309372
5150,721134.967171345,105352.809369367
5151,714032.672984045,96923.5070278234
5153,715503.735842803,109397.514895047
5154,718742.363424723,90084.0515793599
5155,726552.914940188,105723.234147237
5156,713570.96179062,98681.0308946739
5158,715315.047221746,96370.1019535418
5159,709865.761691152,100156.427753726
5160,716467.06442357,86588.0200622944
5161,712528.751074055,97816.1741942735
5162,715761.342017055,99173.4506936409
5163,720450.16510245,100171.215849678
5164,720581.65606553,107050.757770945
5165,716899.342119638,107080.792807261
5167,718378.410749435,99488.2687415401
5168,715940.811086413,92109.0058671677
5169,713470.859223172,91865.9361168559
5170,715807.035915205,90575.9322409689
5171,711685.866141144,91949.0984780909
5173,725938.850488521,104381.015339492
5174,724772.215594897,103554.218580325
5175,712365.968207042,95705.5791293774
5176,717518.177389891,99865.723439971
5177,722096.214266359,105414.04057526
5178,708764.127350494,93949.9229995931
5179,719798.615469669,97643.9038762617
5180,716568.19263457,99543.6189031103
5181,709746.720423224,95678.1973468461
5182,719823.135957403,99072.3036672008
5183,710961.2292721,100669.321658306
5184,721873.914090924,95464.3416763357
5185,715265.864269866,94444.4731632181
5186,715409.618371037,91854.0395309071
5187,714593.907379079,100024.184470925
5188,711518.997864616,95896.6006309999
5189,715568.09825205,100418.516799132
5190,719822.871433548,106230.836878935
5191,719768.230140683,104873.792731809
5192,719382.99167747,96048.4740692257
5193,712363.999105969,93306.1897606009
5194,714646.610863421,98768.2564265534
5195,719043.185659318,88545.6864240878
5196,716567.339790036,96789.4034253434
5197,720620.429655928,86701.0783608282
5198,716727.981882823,90584.3765325615
5199,713886.723011461,106116.780361252
5200,709231.369215802,98729.0605241171
5201,714558.560845468,92962.1427945532
5202,705755.964749963,94762.8766582518
5203,714051.835258853,88150.0522098699
5204,711684.754955731,101736.730960672
5205,714547.66303319,95108.1354729259
5206,711517.614591926,94096.8432773224
5207,708908.706728821,97313.8792079618
5208,716570.075966099,101095.390674571
5209,715630.622253186,93766.547929765
5210,716978.580457893,94057.8375737492
5211,716437.844607572,93328.1800705151
5212,722365.916854561,107251.200358078
5213,710042.059411674,92111.5140516118
5214,717260.033849494,98394.5541813491
5215,718982.999321525,97982.0991841511
5216,710572.885610449,93404.6478834906
5217,713309.973054453,109109.941456965
5218,719479.881877577,104090.130999238
5219,721120.790455595,88326.8562923941
5220,718683.762972923,105160.344835981
5221,716630.171631165,97522.599921923
5222,706663.550110365,95572.515489017
5223,712822.76589204,104811.536550943
5224,721715.656603201,102634.692735365
5225,715961.142155009,95363.9489097541
5226,718824.993712441,105881.93521689
5227,714032.540275948,102936.968166605
5228,718660.157689629,104344.152228108
5229,724469.713579896,106610.533775041
5230,711702.346620845,94827.8994525209
5231,715859.70381121,98148.437768148
5232,710859.072296434,102006.090721502
5233,715136.760341651,88109.2001013214
5234,718646.393353754,96853.002227564
5235,721251.108540487,101267.188161191
5241,716556.015610001,82046.8041522091
5242,721916.829491124,78043.8289641929
5243,717642.732037007,81103.2563854907
5244,725607.482032213,83024.2666449236
5245,725862.530330388,84563.7555197331
5246,724803.120398693,81805.4587729758
5247,720027.145846172,84718.7091233943
5248,723948.410387887,83633.2979184324
5249,721996.679601527,82325.4568798631
5250,722621.820254141,76477.0152283885
5251,720201.584758497,79230.3113390529
5252,717981.719507547,78757.9281732763
5253,717736.913042589,80191.4531800336
5254,720221.698497596,82714.3804331781
5255,716737.527482735,84219.7887023741
5256,723008.534711012,82371.9691651186
5257,722964.545278499,78805.3191912773
5258,724328.871308694,80754.4136710476
5259,723897.675875894,85691.5004254661
5260,719636.089669382,77971.3637875523
5262,718935.032180103,81590.4086125573
5263,718344.523865044,85431.0572500673
5264,724751.377526637,80135.393101697
5265,721245.650585662,82956.7729879548
5266,716085.462091774,78441.2968800859
5267,718035.063922663,82166.8534713834
5268,724131.070543224,78532.0036580009
5281,721883.991231029,136244.325594612
5282,723201.913335264,125095.894389593
5283,722824.605980075,129237.004642242
5284,715575.664712115,131482.381573694
5285,716413.614385861,127432.909728102
5286,721863.505664044,131762.001779207
5301,698644.956148203,119600.492274701
5302,702364.526313101,117771.362382889
5303,684493.747811684,138779.646000212
5304,680512.342893356,130413.458138743
5305,694853.249888582,136473.602547983
5306,692862.16071878,133884.0309829
5307,681221.118356935,125679.401829798
5308,684410.336566488,136368.852292022
5309,685143.080879409,129313.106805453
5310,689111.236454301,128741.570793722
5311,697740.626643408,127043.529421706
5312,692369.409806581,146250.417804336
5313,695792.187890141,127912.504749501
5314,702426.384150982,120990.364792001
5315,687681.926635183,129628.576971698
5316,694007.659214262,123037.724922506
5317,699775.253448461,124541.39737676
5318,693801.512773679,135040.604938583
5319,696314.89512548,121617.050876348
5320,689033.136709374,142480.429381297
5321,696632.92565532,139275.342846411
5322,691903.88161125,126749.52167882
5401,564093.306788275,129398.96150624
5402,573040.282421876,122747.144512048
5403,558219.532234355,133705.144131391
5404,564689.062935816,135459.095230273
5405,573707.802824528,126631.828968225
5406,569172.846119574,117627.8515299
5407,567092.126621125,133550.284377802
5408,558255.211386008,136994.374178209
5409,569421.095929105,128130.478483735
5410,571771.429548812,136529.948621515
5411,578886.531904073,132868.949424448
5412,559975.046052114,136178.155383974
5413,560485.04677626,134396.690189578
5414,564192.151590604,139543.374196958
5415,562054.447050103,132078.844331162
5421,521623.388078569,156479.415289385
5422,519121.127912486,149350.735566317
5423,518660.320880209,156358.045671791
5424,514900.122602952,158040.401696986
5425,514023.816225848,155783.078403803
5426,516470.30004511,148619.904419547
5427,518147.757466775,148055.988839303
5428,511830.168537848,153466.227024542
5429,508932.138678677,150995.725121488
5430,506914.235209921,150360.946123781
5431,516963.096616131,159178.408606963
5432,516787.187137041,151108.520269655
5433,516189.040947046,149660.408963815
5434,509385.949001003,153051.331455738
5435,518772.241952942,152411.413410214
5436,512452.67350787,149927.079566847
5437,514684.106337178,152502.207117763
5451,569486.288860094,192693.340188144
5452,568511.479373371,196977.100744718
5453,565262.889587772,197599.855980634
5454,566402.385665961,198815.651207635
5455,568206.293344572,195813.546483712
5456,569121.74598829,200441.736367254
5457,571343.125945561,191483.657420398
5458,572243.329023027,194660.865825384
5459,567345.999825518,196181.290213599
5460,570662.414705808,199062.283920615
5461,569798.623697567,189327.79142676
5462,569459.748957512,198230.099068346
5463,566477.213941483,195012.969920753
5471,533849.322560032,164024.833885144
5472,532996.402255177,162338.264210666
5473,534670.09667216,161690.668579038
5474,525676.828178941,163944.069795079
5475,524031.763357199,162443.342096529
5476,526239.451175278,166260.490821353
5477,528360.113249824,162806.983649819
5478,524467.88074204,158592.843504986
5479,523214.51270361,164916.969259712
5480,531914.176288833,164543.139982371
5481,527731.48903718,165230.49237596
5482,531434.038569311,167085.552821261
5483,526594.680401784,168114.57094343
5484,528977.161546977,159840.24348534
5485,525078.742605544,160725.097372049
5486,519933.164684788,164221.496800036
5487,530077.961302072,165029.312738477
5488,521686.29062079,161817.631265576
5489,532588.748486866,158846.654070721
5490,524537.859214709,167378.086478197
5491,519485.731580122,167462.226804005
5492,517270.116937007,161909.59661403
5493,531048.487853163,169165.545549244
5494,522087.343862303,159946.178666564
5495,530326.003845446,162794.717720126
5496,531247.599644127,161226.054747407
5497,529811.12828877,169918.080656889
5498,528521.465140498,167455.690791743
5499,526907.252849073,161325.842658027
5500,523601.065860976,158188.555185828
5501,533229.426375347,160364.310528207
5503,530922.053142597,158617.662811248
5511,537685.920177851,163143.125699464
5512,543977.3371633,171417.253723653
5513,535832.060551253,163463.770248237
5514,540513.86580003,162944.873403402
5515,539137.188817934,161396.250210558
5516,539070.027449096,159214.20251045
5517,543242.069526341,166113.592236701
5518,538486.337575033,165559.57317496
5519,535187.40884634,166773.188232556
5520,539298.552618134,174359.563352637
5521,536398.158424103,161464.283516784
5522,541960.205285807,169353.082760687
5523,542768.194400107,161039.464878781
5524,536659.833817306,167997.488924126
5525,534902.147023672,168854.825281949
5526,538815.71823075,163954.577339667
5527,537806.30002308,160438.408044824
5528,543005.116924548,167851.585967614
5529,533727.00310632,166527.716370124
5530,541483.41558852,172342.59631591
5531,536341.031880192,170515.48084922
5532,541173.06393325,165678.443320561
5533,542560.50113759,163862.792462867
5534,543040.947671473,172075.593524378
5535,535946.867079162,165186.05993695
5536,541385.049711423,167309.685160501
5537,539075.868195146,168150.138520815
5538,544258.813224185,163443.927602561
5539,539354.272566079,170818.696791261
5551,541348.090598229,189165.695820207
5552,532742.832934399,188318.311389676
5553,539958.283078813,187482.416559212
5554,545009.871686576,190908.31781974
5555,543660.917010978,189396.791568409
5556,534361.628684898,189269.716179476
5557,536036.320141962,189789.705971819
5558,539908.426040076,190408.966375335
5559,536741.286872452,185154.357604895
5560,535762.568132147,188691.913560235
5561,539388.648973044,185136.480919096
5562,536682.939177603,190962.498848509
5563,545103.05128655,192602.086679218
5564,535442.548652516,187096.822435076
5565,542597.247401913,188953.98294358
5566,542513.061971331,194735.357519366
5567,538436.057592367,191664.74275251
5568,527533.991151081,186276.622986277
5569,538739.959975086,188879.531047491
5570,537909.654359291,190269.711558386
5581,542375.068625275,153077.737702995
5582,535379.195357979,159598.764764387
5583,533955.33931381,156722.153527095
5584,540936.762757884,155781.493874253
5585,535376.054295354,155966.524263411
5587,538661.270084835,156762.254522912
5588,541283.56675656,151068.762335656
5589,536052.311979008,154517.15210798
5590,540982.91684332,152534.556304228
5591,534872.451420318,154129.28486865
5592,536354.001020672,156900.060692627
5601,549431.025011898,148325.360439378
5602,545734.817394497,149984.773996272
5603,547054.907268275,149794.281705903
5604,548161.455816398,154289.511982988
5605,544991.583297962,150479.653719671
5606,543236.454730253,151796.098579279
5607,549990.569317313,151088.11497117
5608,546413.014497339,150195.770743285
5609,549420.335093233,147441.546772336
5610,550433.357300706,147723.980329026
5611,545423.970428552,155535.175990025
5612,544383.883652637,150720.938098257
5621,528873.62108489,157866.468570179
5622,529498.976202346,155636.358410931
5623,521077.183514626,146702.039972101
5624,531911.034236619,156179.81805169
5625,523457.513625301,153774.146284764
5627,533833.949888193,153350.039148682
5628,526179.671004624,152104.084923036
5629,524148.058442828,155741.266185624
5630,525542.107563546,156451.176667091
5631,524335.630690839,152266.015291532
5632,530971.594062503,152848.127635526
5633,530907.604667912,154665.398761678
5634,527730.838320502,153631.048056744
5635,532626.134031597,153300.959277026
5636,521916.995299171,148599.503991198
5637,520893.808739414,150434.274782446
5638,529291.654857862,153590.846823489
5639,525323.947784797,150754.106589714
5640,523965.007798442,150444.069673319
5641,526455.060144911,153957.854688336
5642,527443.435302603,151849.026093388
5643,530201.494028044,152040.710413272
5644,523406.454041975,154977.709439921
5645,528834.131504222,156567.248093975
5646,524027.422371854,148715.319853993
5647,527372.888423002,155436.447521861
5648,532567.010729511,151678.620672128
5649,526205.273376342,150484.356675003
5650,525229.21723479,154599.758137683
5651,532884.741017362,157718.065669104
5652,522592.992491306,151123.05518526
5653,525427.270769704,153185.275509053
5654,526572.552656542,158467.302456872
5655,520824.066407672,153378.943210537
5661,544888.061858839,169996.134449524
5662,555425.074811877,168671.938145616
5663,551884.899790975,171218.823857137
5664,546166.38626319,168873.603905179
5665,552602.627878654,167929.204746451
5666,553930.476288665,169448.632083404
5667,546694.188153307,174370.464058295
5668,554283.393128482,174875.175745084
5669,555027.247137809,172308.855581228
5670,550086.896894697,174759.954920299
5671,557292.213134544,173496.359886428
5672,553031.543235587,175202.152377489
5673,547619.526154706,165368.495602725
5674,556189.482558258,171372.445469472
5675,554019.514876554,173287.690680985
5676,547740.056639677,168011.202095922
5677,544452.406946182,166331.803138568
5678,550439.169409248,169188.013265852
5679,550208.373046118,171986.519558595
5680,545315.586192482,173346.441391596
5681,552251.440185844,173116.820193016
5682,543919.12280471,168249.264380605
5683,557487.817069171,172004.425735916
5684,549204.159225909,167219.83243219
5685,546914.536665005,170965.236667004
5686,554927.206061688,170311.022358753
5687,546479.989849946,167174.534517648
5688,549437.283441256,165951.111905921
5689,548020.328964867,172741.530993983
5690,551303.99408005,173790.423122223
5691,545504.936094485,166265.496134951
5692,549241.027668666,164180.42877133
5701,503914.064154342,136489.869709506
5702,501671.128820238,149201.872180883
5703,504821.004095857,149445.007163525
5704,508921.641276046,144630.417842102
5705,502477.60948373,134388.186485841
5706,503106.842162903,137400.930598655
5707,501134.300903984,132884.526320577
5708,499720.633881525,130328.938591229
5709,500759.590541641,140777.985737921
5710,507655.80929595,142042.138953153
5711,501597.455509201,131046.770000061
5712,503762.966498022,130760.845194196
5713,505089.399564389,135519.01261631
5714,502246.874563428,136868.382977389
5715,507046.045907355,140483.297024365
5716,505086.135374948,137385.784010619
5717,503481.96542793,132443.796146284
5718,506375.286228315,143495.617846921
5719,500035.123688887,142484.719045301
5720,504511.650979329,143137.75039655
5721,510394.146567318,141598.471666582
5722,504101.987644791,139121.236444287
5723,501551.767119029,128867.479269749
5724,506749.099888204,137940.145348091
5725,508997.946943299,139500.002457071
5726,498360.836991766,140368.203305315
5727,499248.74642552,145304.801382222
5728,505048.321467072,138667.169630477
5729,501997.818038139,129657.940411294
5730,504518.886897784,141596.437279358
5731,507465.690737554,148057.762347535
5732,508589.518815912,142552.879701846
5741,526285.639552551,178993.401526194
5742,528825.013161286,174528.827065652
5743,529487.934738011,171390.403856608
5744,521411.523552114,176481.110465348
5745,528287.525065914,182260.166081597
5746,533274.726929139,170212.616241859
5747,527858.743586871,172922.82639202
5748,525969.95746017,174317.508167905
5749,533496.930826254,173182.543105936
5750,526074.472225023,176224.680327523
5751,536217.695721997,172730.269735499
5752,527015.80774531,170869.261003495
5754,522842.991561181,170674.285013762
5755,524260.730035061,177795.816722335
5756,529081.180472921,176286.243637154
5757,531545.44877515,175483.60961816
5758,522382.562620616,169231.188725537
5759,523779.909514142,173600.017963252
5760,528877.855636867,179832.047448419
5761,525257.733498095,171161.670146471
5762,528359.186200538,178205.197640662
5763,530978.402730793,177848.814282866
5764,518389.530740862,173513.428513247
5765,519333.953121365,171088.843118051
5766,532526.084056108,184055.401718911
5781,555895.645631222,157663.356024885
5782,548965.523168816,161489.521876336
5783,551442.170256043,156928.634792813
5784,555087.736512658,158318.207816952
5785,545769.479387593,161360.503179986
5786,547616.158820747,158191.333219335
5787,555435.989566049,155466.744825141
5788,550193.374542402,157235.353995139
5789,550221.01823493,159959.14136198
5790,556718.077802581,156318.558570039
5791,548418.922174383,159756.632453536
5792,545722.171288327,159135.426784204
5793,552850.051946009,157985.802957862
5794,554208.881232662,158077.549897515
5795,553828.343123053,155811.076759173
5796,545639.005270661,164551.353981733
5797,558250.074386448,157129.993374873
5798,547532.166825405,162425.945012415
5799,549476.754216005,158249.249221117
5800,551767.094769798,155970.943724636
5801,552162.628757856,154316.254225757
5802,551435.215149977,157954.326273008
5803,550589.885799746,163671.812339107
5811,558696.003778459,175472.40936923
5812,550164.211794464,178853.314581736
5813,559788.366242307,193321.11593619
5814,553036.218282552,179568.356291371
5815,551479.239068253,177410.25158179
5816,564039.800691508,188024.332156129
5817,561409.906834987,191378.159836731
5818,557884.203866896,179705.958169012
5819,557677.292940163,176975.344059918
5820,559206.409390678,179019.405665421
5821,564569.852884758,191774.423386001
5822,561546.49871149,185453.056298489
5823,560582.597066813,175895.309865744
5824,555776.566285733,180731.856457008
5825,561148.797516524,176984.399976419
5826,557212.305084238,175375.393694575
5827,560635.528308764,180541.286200781
5828,551410.882894636,180596.711821508
5829,559171.217431466,174473.938946044
5830,559533.992391401,177097.763711041
5841,576899.492560043,143718.131913989
5842,571062.549983057,146039.865058177
5843,582400.278252787,149927.16861809
5851,519757.458206334,147059.619934536
5852,513181.848683047,143918.834743501
5853,511468.383138938,145172.856758632
5854,509882.719769857,147365.919675973
5855,512120.15326926,142917.182590691
5856,513527.38305288,148654.41097487
5857,512600.270181926,146286.627748204
5858,510607.054916202,144010.72627107
5859,515351.768804812,147712.525276336
5860,517087.025308872,147109.060870941
5861,514960.733662569,145738.262229627
5862,513435.530345717,147110.371956855
5863,510747.762967538,145006.146887367
5871,513628.12413124,164992.110252705
5872,505415.411930232,159578.431969299
5873,511283.790724477,168622.354158382
5881,560321.253294561,147522.90745594
5882,552627.408776974,148772.512405762
5883,553119.815868412,146815.662956965
5884,556425.842103879,149393.625401042
5885,554537.697159693,148650.588295848
