type,node,,,
origin,24_07:40,,,
origin,24_07:00,,,
origin,24_06:40,,,
origin,24_06:50,,,
origin,24_06:10,,,
origin,24_07:50,,,
origin,26_08:00,,,
origin,26_06:50,,,
origin,26_06:40,,,
origin,26_07:50,,,
origin,26_07:30,,,
origin,26_07:10,,,
origin,26_06:10,,,
origin,26_07:20,,,
origin,26_06:30,,,
origin,26_06:20,,,
origin,28_08:00,,,
origin,28_07:20,,,
origin,28_06:30,,,
origin,28_06:40,,,
origin,28_07:50,,,
origin,28_07:00,,,
origin,28_06:20,,,
origin,28_07:40,,,
origin,28_07:30,,,
origin,28_06:50,,,
origin,28_06:10,,,
origin,28_07:10,,,
origin,30_06:40,,,
origin,30_07:50,,,
origin,30_07:30,,,
origin,30_06:50,,,
origin,30_07:40,,,
origin,30_06:30,,,
origin,30_06:10,,,
origin,30_07:00,,,
origin,30_08:00,,,
origin,30_06:20,,,
origin,30_07:20,,,
origin,30_07:10,,,
origin,31_07:40,,,
origin,31_07:30,,,
origin,31_07:50,,,
origin,31_06:50,,,
origin,31_07:00,,,
origin,31_06:20,,,
origin,31_06:40,,,
origin,31_06:30,,,
origin,31_06:10,,,
origin,31_07:20,,,
origin,31_08:00,,,
origin,31_07:10,,,
origin,32_07:00,,,
origin,32_07:50,,,
origin,32_06:10,,,
origin,32_06:50,,,
origin,32_06:30,,,
origin,32_07:20,,,
origin,32_08:00,,,
origin,32_07:40,,,
origin,32_07:30,,,
origin,32_06:40,,,
origin,33_06:20,,,
origin,33_08:00,,,
origin,33_07:20,,,
origin,33_06:30,,,
origin,33_07:50,,,
origin,33_07:30,,,
origin,33_07:10,,,
origin,33_06:50,,,
origin,33_06:10,,,
origin,33_06:40,,,
origin,33_07:00,,,
origin,33_07:40,,,
origin,37_07:10,,,
origin,37_07:40,,,
origin,37_06:30,,,
origin,37_08:00,,,
origin,37_07:00,,,
origin,37_07:30,,,
origin,37_06:20,,,
origin,37_06:10,,,
origin,37_06:50,,,
origin,37_07:20,,,
origin,37_06:40,,,
origin,37_07:50,,,
origin,39_07:20,,,
origin,39_07:30,,,
origin,39_07:10,,,
origin,39_06:30,,,
origin,39_07:50,,,
origin,43_06:50,,,
origin,43_07:30,,,
origin,43_07:00,,,
origin,43_07:40,,,
origin,43_06:20,,,
origin,43_07:20,,,
origin,43_08:00,,,
origin,43_07:50,,,
origin,51_07:50,,,
origin,51_07:20,,,
origin,51_06:40,,,
origin,51_07:40,,,
origin,51_07:00,,,
origin,51_06:20,,,
origin,51_06:10,,,
origin,51_08:00,,,
origin,51_06:30,,,
origin,51_06:50,,,
origin,51_07:10,,,
origin,51_07:30,,,
origin,52_06:40,,,
origin,52_07:00,,,
origin,52_07:20,,,
origin,52_06:30,,,
origin,52_08:00,,,
origin,52_07:50,,,
origin,52_07:30,,,
origin,52_07:10,,,
origin,52_07:40,,,
origin,52_06:20,,,
origin,52_06:50,,,
origin,52_06:10,,,
origin,53_06:50,,,
origin,53_08:00,,,
origin,53_06:40,,,
origin,53_06:10,,,
origin,53_06:30,,,
origin,53_07:50,,,
origin,53_07:30,,,
origin,53_07:40,,,
origin,53_06:20,,,
origin,53_07:10,,,
origin,53_07:20,,,
origin,53_07:00,,,
origin,54_07:30,,,
origin,54_06:20,,,
origin,54_06:30,,,
origin,54_06:40,,,
origin,54_06:10,,,
origin,54_08:00,,,
origin,54_07:10,,,
origin,54_06:50,,,
origin,54_07:20,,,
origin,54_07:40,,,
origin,54_07:50,,,
origin,54_07:00,,,
origin,55_06:40,,,
origin,55_07:00,,,
origin,55_06:30,,,
origin,55_07:50,,,
origin,55_06:50,,,
origin,55_07:30,,,
origin,55_07:10,,,
origin,55_06:10,,,
origin,55_08:00,,,
origin,55_06:20,,,
origin,55_07:20,,,
origin,55_07:40,,,
origin,56_06:30,,,
origin,56_07:10,,,
origin,56_06:50,,,
origin,56_07:00,,,
origin,56_07:50,,,
origin,56_07:30,,,
origin,56_06:40,,,
origin,56_07:40,,,
origin,56_06:20,,,
origin,56_07:20,,,
origin,56_08:00,,,
origin,56_06:10,,,
origin,57_07:40,,,
origin,57_08:00,,,
origin,57_06:50,,,
origin,57_07:20,,,
origin,57_07:00,,,
origin,57_06:40,,,
origin,57_07:30,,,
origin,57_07:50,,,
origin,57_06:10,,,
origin,57_07:10,,,
origin,57_06:20,,,
origin,57_06:30,,,
origin,58_06:50,,,
origin,58_06:10,,,
origin,58_07:50,,,
origin,58_07:00,,,
origin,58_07:30,,,
origin,58_07:40,,,
origin,58_06:30,,,
origin,58_08:00,,,
origin,58_07:20,,,
origin,58_06:20,,,
origin,58_07:10,,,
origin,58_06:40,,,
origin,59_06:30,,,
origin,59_06:50,,,
origin,59_08:00,,,
origin,59_07:50,,,
origin,59_07:40,,,
origin,59_06:40,,,
origin,59_06:10,,,
origin,59_07:00,,,
origin,59_07:10,,,
origin,59_07:30,,,
origin,59_06:20,,,
origin,59_07:20,,,
origin,60_08:00,,,
origin,60_07:40,,,
origin,60_07:10,,,
origin,60_06:20,,,
origin,60_07:30,,,
origin,60_07:20,,,
origin,60_06:40,,,
origin,60_06:30,,,
origin,60_07:00,,,
origin,60_07:50,,,
origin,60_06:10,,,
origin,60_06:50,,,
origin,61_07:10,,,
origin,61_07:00,,,
origin,61_06:50,,,
origin,61_07:40,,,
origin,61_06:30,,,
origin,61_08:00,,,
origin,61_06:40,,,
origin,61_07:50,,,
origin,61_07:20,,,
origin,61_06:20,,,
origin,61_07:30,,,
origin,62_07:30,,,
origin,62_06:30,,,
origin,62_08:00,,,
origin,62_07:40,,,
origin,62_06:10,,,
origin,62_07:00,,,
origin,62_06:40,,,
origin,62_06:50,,,
origin,62_07:20,,,
origin,62_06:20,,,
origin,62_07:50,,,
origin,62_07:10,,,
origin,63_07:30,,,
origin,63_06:30,,,
origin,63_06:20,,,
origin,63_07:50,,,
origin,63_06:40,,,
origin,63_08:00,,,
origin,63_07:40,,,
origin,63_07:00,,,
origin,63_07:20,,,
origin,63_07:10,,,
origin,63_06:50,,,
origin,63_06:10,,,
origin,64_07:40,,,
origin,64_07:00,,,
origin,64_08:00,,,
origin,64_07:50,,,
origin,64_06:30,,,
origin,64_06:50,,,
origin,64_07:20,,,
origin,64_07:10,,,
origin,64_06:40,,,
origin,64_07:30,,,
origin,64_06:20,,,
origin,64_06:10,,,
origin,65_06:30,,,
origin,65_07:20,,,
origin,65_07:40,,,
origin,65_07:00,,,
origin,65_07:50,,,
origin,65_06:20,,,
origin,65_06:50,,,
origin,65_07:10,,,
origin,65_06:40,,,
origin,65_06:10,,,
origin,65_07:30,,,
origin,65_08:00,,,
origin,66_06:20,,,
origin,66_06:30,,,
origin,66_07:50,,,
origin,66_07:10,,,
origin,66_06:40,,,
origin,66_07:20,,,
origin,66_07:40,,,
origin,66_06:10,,,
origin,66_07:00,,,
origin,66_08:00,,,
origin,66_07:30,,,
origin,66_06:50,,,
origin,67_07:30,,,
origin,67_06:10,,,
origin,67_06:40,,,
origin,67_07:20,,,
origin,67_07:00,,,
origin,67_06:30,,,
origin,67_07:40,,,
origin,67_06:50,,,
origin,67_07:10,,,
origin,67_06:20,,,
origin,67_08:00,,,
origin,67_07:50,,,
origin,68_07:40,,,
origin,68_07:50,,,
origin,68_08:00,,,
origin,68_07:10,,,
origin,68_06:10,,,
origin,68_07:20,,,
origin,68_06:20,,,
origin,68_06:40,,,
origin,68_07:30,,,
origin,68_06:30,,,
origin,68_07:00,,,
origin,68_06:50,,,
origin,69_06:30,,,
origin,69_07:20,,,
origin,69_06:50,,,
origin,69_07:30,,,
origin,69_07:50,,,
origin,69_06:10,,,
origin,69_06:40,,,
origin,69_06:20,,,
origin,69_07:00,,,
origin,69_07:40,,,
origin,69_08:00,,,
origin,69_07:10,,,
origin,70_06:30,,,
origin,70_07:20,,,
origin,70_06:40,,,
origin,70_07:30,,,
origin,70_06:20,,,
origin,70_08:00,,,
origin,70_07:50,,,
origin,70_07:10,,,
origin,70_07:40,,,
origin,70_07:00,,,
origin,71_07:30,,,
origin,71_08:00,,,
origin,71_07:20,,,
origin,71_07:10,,,
origin,71_06:40,,,
origin,71_07:50,,,
origin,71_06:50,,,
origin,71_07:00,,,
origin,71_06:30,,,
origin,71_06:20,,,
origin,71_06:10,,,
origin,71_07:40,,,
origin,72_07:40,,,
origin,72_07:50,,,
origin,72_06:50,,,
origin,72_07:10,,,
origin,72_08:00,,,
origin,72_06:40,,,
origin,72_06:30,,,
origin,72_07:00,,,
origin,72_07:20,,,
origin,72_06:20,,,
origin,72_07:30,,,
origin,72_06:10,,,
origin,81_06:50,,,
origin,81_07:00,,,
origin,81_07:40,,,
origin,81_06:40,,,
origin,81_07:30,,,
origin,82_07:20,,,
origin,82_07:50,,,
origin,82_06:40,,,
origin,82_07:10,,,
origin,82_06:50,,,
origin,82_08:00,,,
origin,82_07:30,,,
origin,82_06:20,,,
origin,82_06:30,,,
origin,82_07:00,,,
origin,82_07:40,,,
origin,82_06:10,,,
origin,83_07:30,,,
origin,83_06:10,,,
origin,83_07:20,,,
origin,83_06:50,,,
origin,83_07:00,,,
origin,83_07:10,,,
origin,83_06:40,,,
origin,83_06:20,,,
origin,83_06:30,,,
origin,83_07:50,,,
origin,83_08:00,,,
origin,83_07:40,,,
origin,84_06:30,,,
origin,84_06:40,,,
origin,84_07:10,,,
origin,84_07:50,,,
origin,84_07:20,,,
origin,84_06:50,,,
origin,84_06:20,,,
origin,84_06:10,,,
origin,84_07:00,,,
origin,84_07:40,,,
origin,84_07:30,,,
origin,84_08:00,,,
origin,85_06:50,,,
origin,85_07:20,,,
origin,85_07:40,,,
origin,85_06:10,,,
origin,85_06:40,,,
origin,85_06:30,,,
origin,85_07:30,,,
origin,85_07:50,,,
origin,85_06:20,,,
origin,85_07:10,,,
origin,85_08:00,,,
origin,85_07:00,,,
origin,86_07:30,,,
origin,86_06:20,,,
origin,86_07:50,,,
origin,86_06:40,,,
origin,86_06:10,,,
origin,86_06:50,,,
origin,86_08:00,,,
origin,86_07:40,,,
origin,86_07:10,,,
origin,86_06:30,,,
origin,86_07:20,,,
origin,86_07:00,,,
origin,87_07:20,,,
origin,87_08:00,,,
origin,87_07:30,,,
origin,87_07:10,,,
origin,87_06:40,,,
origin,87_06:30,,,
origin,87_07:50,,,
origin,87_07:00,,,
origin,87_06:20,,,
origin,87_06:50,,,
origin,87_07:40,,,
origin,88_07:50,,,
origin,88_07:00,,,
origin,88_07:20,,,
origin,88_08:00,,,
origin,88_06:50,,,
origin,88_06:40,,,
origin,88_07:10,,,
origin,88_06:20,,,
origin,88_07:30,,,
origin,88_06:10,,,
origin,88_06:30,,,
origin,88_07:40,,,
origin,89_06:30,,,
origin,89_06:50,,,
origin,89_07:50,,,
origin,89_07:20,,,
origin,89_07:30,,,
origin,89_07:00,,,
origin,89_08:00,,,
origin,89_06:10,,,
origin,89_07:10,,,
origin,89_07:40,,,
origin,89_06:40,,,
origin,89_06:20,,,
origin,90_07:10,,,
origin,90_06:20,,,
origin,90_07:00,,,
origin,90_07:40,,,
origin,90_06:40,,,
origin,90_06:10,,,
origin,90_07:20,,,
origin,90_07:30,,,
origin,90_06:50,,,
origin,90_07:50,,,
origin,90_06:30,,,
origin,90_08:00,,,
origin,91_07:30,,,
origin,91_06:50,,,
origin,91_06:20,,,
origin,91_06:40,,,
origin,91_07:40,,,
origin,91_08:00,,,
origin,91_07:00,,,
origin,91_07:50,,,
origin,91_07:10,,,
origin,91_06:30,,,
origin,91_07:20,,,
origin,91_06:10,,,
origin,92_06:50,,,
origin,92_06:20,,,
origin,92_08:00,,,
origin,92_07:00,,,
origin,92_06:10,,,
origin,92_07:10,,,
origin,92_06:30,,,
origin,92_07:20,,,
origin,92_07:30,,,
origin,92_07:40,,,
origin,92_06:40,,,
origin,92_07:50,,,
origin,93_06:10,,,
origin,93_07:50,,,
origin,93_07:40,,,
origin,93_07:20,,,
origin,93_07:00,,,
origin,93_08:00,,,
origin,93_06:20,,,
origin,93_06:30,,,
origin,93_07:10,,,
origin,93_06:40,,,
origin,93_06:50,,,
origin,93_07:30,,,
origin,94_07:40,,,
origin,94_06:10,,,
origin,94_08:00,,,
origin,94_06:30,,,
origin,94_07:00,,,
origin,94_07:10,,,
origin,94_06:40,,,
origin,94_07:50,,,
origin,94_07:20,,,
origin,94_06:50,,,
origin,94_07:30,,,
origin,94_06:20,,,
origin,95_07:50,,,
origin,95_06:30,,,
origin,95_07:00,,,
origin,95_07:30,,,
origin,95_08:00,,,
origin,95_07:10,,,
origin,95_07:20,,,
origin,95_06:20,,,
origin,95_07:40,,,
origin,95_06:50,,,
origin,96_06:20,,,
origin,96_06:30,,,
origin,96_07:10,,,
origin,96_07:30,,,
origin,96_07:40,,,
origin,96_07:00,,,
origin,96_08:00,,,
origin,96_06:10,,,
origin,96_07:50,,,
origin,96_07:20,,,
origin,96_06:40,,,
origin,96_06:50,,,
origin,97_07:30,,,
origin,97_07:00,,,
origin,97_06:20,,,
origin,97_06:30,,,
origin,97_07:50,,,
origin,97_06:40,,,
origin,97_06:10,,,
origin,97_07:20,,,
origin,97_08:00,,,
origin,97_07:40,,,
origin,97_07:10,,,
origin,97_06:50,,,
origin,99_07:50,,,
origin,99_07:30,,,
origin,99_07:00,,,
origin,99_06:10,,,
origin,99_06:50,,,
origin,99_06:30,,,
origin,99_07:20,,,
origin,99_06:40,,,
origin,99_08:00,,,
origin,99_07:40,,,
origin,99_06:20,,,
origin,99_07:10,,,
origin,100_07:50,,,
origin,100_07:20,,,
origin,100_07:40,,,
origin,100_07:10,,,
origin,100_06:40,,,
origin,100_06:30,,,
origin,100_06:20,,,
origin,100_07:00,,,
origin,100_06:50,,,
origin,100_06:10,,,
origin,100_08:00,,,
origin,100_07:30,,,
origin,101_07:40,,,
origin,101_07:00,,,
origin,101_06:20,,,
origin,101_07:20,,,
origin,101_07:10,,,
origin,101_07:50,,,
origin,101_06:40,,,
origin,101_06:50,,,
origin,101_08:00,,,
origin,101_06:10,,,
origin,101_07:30,,,
origin,101_06:30,,,
origin,102_07:10,,,
origin,102_08:00,,,
origin,102_06:20,,,
origin,102_07:00,,,
origin,102_07:30,,,
origin,102_07:40,,,
origin,102_07:20,,,
origin,102_06:10,,,
origin,102_06:30,,,
origin,102_06:40,,,
origin,102_07:50,,,
origin,102_06:50,,,
origin,111_06:40,,,
origin,111_07:00,,,
origin,111_06:20,,,
origin,111_07:10,,,
origin,111_06:50,,,
origin,111_08:00,,,
origin,111_07:40,,,
origin,111_06:30,,,
origin,111_07:30,,,
origin,111_07:20,,,
origin,111_07:50,,,
origin,111_06:10,,,
origin,112_06:30,,,
origin,112_07:50,,,
origin,112_06:40,,,
origin,112_07:00,,,
origin,112_07:20,,,
origin,112_07:30,,,
origin,112_06:20,,,
origin,112_07:40,,,
origin,112_08:00,,,
origin,112_07:10,,,
origin,112_06:50,,,
origin,112_06:10,,,
origin,113_07:30,,,
origin,113_07:10,,,
origin,113_06:30,,,
origin,113_06:40,,,
origin,113_06:20,,,
origin,113_07:50,,,
origin,113_06:10,,,
origin,113_07:40,,,
origin,113_08:00,,,
origin,113_07:00,,,
origin,113_06:50,,,
origin,113_07:20,,,
origin,115_07:30,,,
origin,115_06:50,,,
origin,115_06:10,,,
origin,115_08:00,,,
origin,115_07:20,,,
origin,115_06:20,,,
origin,115_07:40,,,
origin,115_06:40,,,
origin,115_07:50,,,
origin,115_06:30,,,
origin,115_07:00,,,
origin,115_07:10,,,
origin,116_06:20,,,
origin,116_06:30,,,
origin,116_08:00,,,
origin,116_06:10,,,
origin,116_07:00,,,
origin,116_07:30,,,
origin,116_07:50,,,
origin,116_07:20,,,
origin,116_07:40,,,
origin,116_06:40,,,
origin,116_06:50,,,
origin,116_07:10,,,
origin,117_06:30,,,
origin,117_07:10,,,
origin,117_06:40,,,
origin,117_06:10,,,
origin,117_07:50,,,
origin,117_06:20,,,
origin,117_07:20,,,
origin,117_07:40,,,
origin,117_07:00,,,
origin,117_06:50,,,
origin,117_08:00,,,
origin,117_07:30,,,
origin,119_06:30,,,
origin,119_07:50,,,
origin,119_06:10,,,
origin,119_07:30,,,
origin,119_07:20,,,
origin,119_07:00,,,
origin,119_08:00,,,
origin,119_07:40,,,
origin,119_06:50,,,
origin,119_07:10,,,
origin,119_06:20,,,
origin,119_06:40,,,
origin,121_06:30,,,
origin,121_07:00,,,
origin,121_06:10,,,
origin,121_06:20,,,
origin,121_07:40,,,
origin,121_06:40,,,
origin,121_07:10,,,
origin,121_06:50,,,
origin,121_08:00,,,
origin,121_07:50,,,
origin,121_07:30,,,
origin,121_07:20,,,
origin,131_07:40,,,
origin,131_06:10,,,
origin,131_08:00,,,
origin,131_07:30,,,
origin,131_07:50,,,
origin,131_06:20,,,
origin,131_07:10,,,
origin,131_07:00,,,
origin,131_07:20,,,
origin,131_06:50,,,
origin,131_06:40,,,
origin,131_06:30,,,
origin,133_06:50,,,
origin,133_06:40,,,
origin,133_07:30,,,
origin,133_06:10,,,
origin,133_07:40,,,
origin,133_06:20,,,
origin,133_07:20,,,
origin,133_07:00,,,
origin,133_08:00,,,
origin,133_07:50,,,
origin,133_07:10,,,
origin,133_06:30,,,
origin,135_07:40,,,
origin,135_07:20,,,
origin,135_06:10,,,
origin,135_07:30,,,
origin,135_08:00,,,
origin,135_06:30,,,
origin,135_07:50,,,
origin,135_07:10,,,
origin,135_06:50,,,
origin,135_07:00,,,
origin,135_06:20,,,
origin,135_06:40,,,
origin,136_06:50,,,
origin,136_06:20,,,
origin,136_08:00,,,
origin,136_06:40,,,
origin,136_07:00,,,
origin,136_07:40,,,
origin,136_06:30,,,
origin,136_07:30,,,
origin,136_06:10,,,
origin,136_07:50,,,
origin,136_07:20,,,
origin,136_07:10,,,
origin,137_08:00,,,
origin,137_06:50,,,
origin,137_07:20,,,
origin,137_07:30,,,
origin,137_07:40,,,
origin,137_07:10,,,
origin,137_06:40,,,
origin,137_07:00,,,
origin,137_06:30,,,
origin,137_06:20,,,
origin,137_06:10,,,
origin,137_07:50,,,
origin,139_06:50,,,
origin,139_08:00,,,
origin,139_06:10,,,
origin,139_07:30,,,
origin,139_07:40,,,
origin,139_06:20,,,
origin,139_07:20,,,
origin,139_07:00,,,
origin,139_07:50,,,
origin,139_06:30,,,
origin,139_06:40,,,
origin,139_07:10,,,
origin,141_06:10,,,
origin,141_06:30,,,
origin,141_07:20,,,
origin,141_06:20,,,
origin,141_07:50,,,
origin,141_06:40,,,
origin,141_08:00,,,
origin,141_07:10,,,
origin,141_07:30,,,
origin,141_06:50,,,
origin,141_07:40,,,
origin,141_07:00,,,
origin,151_08:00,,,
origin,151_07:40,,,
origin,151_07:20,,,
origin,151_06:30,,,
origin,151_06:20,,,
origin,151_06:40,,,
origin,151_07:00,,,
origin,151_06:50,,,
origin,151_06:10,,,
origin,151_07:10,,,
origin,151_07:30,,,
origin,151_07:50,,,
origin,152_07:10,,,
origin,152_06:40,,,
origin,152_06:20,,,
origin,152_07:50,,,
origin,152_07:20,,,
origin,152_06:30,,,
origin,152_07:30,,,
origin,152_06:10,,,
origin,152_08:00,,,
origin,152_07:40,,,
origin,152_06:50,,,
origin,152_07:00,,,
origin,153_07:30,,,
origin,153_06:40,,,
origin,153_07:20,,,
origin,153_08:00,,,
origin,153_06:20,,,
origin,153_06:30,,,
origin,153_07:10,,,
origin,153_07:00,,,
origin,153_06:50,,,
origin,153_07:50,,,
origin,153_06:10,,,
origin,153_07:40,,,
origin,154_07:00,,,
origin,154_07:20,,,
origin,154_07:50,,,
origin,154_07:10,,,
origin,154_08:00,,,
origin,154_06:20,,,
origin,154_07:30,,,
origin,154_06:10,,,
origin,154_06:30,,,
origin,154_06:40,,,
origin,154_06:50,,,
origin,154_07:40,,,
origin,156_06:10,,,
origin,156_07:50,,,
origin,156_08:00,,,
origin,156_07:00,,,
origin,156_06:30,,,
origin,156_07:20,,,
origin,156_06:40,,,
origin,156_07:30,,,
origin,156_07:40,,,
origin,156_06:20,,,
origin,156_06:50,,,
origin,156_07:10,,,
origin,157_07:40,,,
origin,157_06:20,,,
origin,157_06:50,,,
origin,157_07:50,,,
origin,157_07:20,,,
origin,157_07:10,,,
origin,157_08:00,,,
origin,157_07:30,,,
origin,157_06:30,,,
origin,157_07:00,,,
origin,157_06:40,,,
origin,157_06:10,,,
origin,160_06:40,,,
origin,160_06:10,,,
origin,160_07:50,,,
origin,160_07:10,,,
origin,160_06:50,,,
origin,160_07:30,,,
origin,160_06:30,,,
origin,160_07:40,,,
origin,160_07:20,,,
origin,160_07:00,,,
origin,160_06:20,,,
origin,160_08:00,,,
origin,161_06:50,,,
origin,161_07:20,,,
origin,161_06:20,,,
origin,161_07:30,,,
origin,161_07:00,,,
origin,161_07:10,,,
origin,161_06:30,,,
origin,161_08:00,,,
origin,161_07:50,,,
origin,161_06:40,,,
origin,161_06:10,,,
origin,161_07:40,,,
origin,171_06:40,,,
origin,171_06:30,,,
origin,171_08:00,,,
origin,171_07:30,,,
origin,171_07:40,,,
origin,171_06:20,,,
origin,171_07:50,,,
origin,171_06:50,,,
origin,171_07:00,,,
origin,171_07:10,,,
origin,171_06:10,,,
origin,171_07:20,,,
origin,172_06:30,,,
origin,172_06:40,,,
origin,172_07:10,,,
origin,172_07:20,,,
origin,172_07:50,,,
origin,172_07:30,,,
origin,172_06:50,,,
origin,172_08:00,,,
origin,172_06:10,,,
origin,172_06:20,,,
origin,172_07:00,,,
origin,172_07:40,,,
origin,173_06:20,,,
origin,173_07:50,,,
origin,173_06:40,,,
origin,173_07:10,,,
origin,173_06:30,,,
origin,173_06:50,,,
origin,173_07:30,,,
origin,173_08:00,,,
origin,173_07:40,,,
origin,173_07:20,,,
origin,173_07:00,,,
origin,173_06:10,,,
origin,174_06:10,,,
origin,174_06:20,,,
origin,174_07:20,,,
origin,174_08:00,,,
origin,174_06:30,,,
origin,174_07:00,,,
origin,174_07:50,,,
origin,174_06:40,,,
origin,174_07:10,,,
origin,174_07:30,,,
origin,174_06:50,,,
origin,174_07:40,,,
origin,175_06:10,,,
origin,175_07:20,,,
origin,175_08:00,,,
origin,175_07:10,,,
origin,175_06:30,,,
origin,175_06:40,,,
origin,175_07:00,,,
origin,175_07:30,,,
origin,175_07:50,,,
origin,175_07:40,,,
origin,175_06:50,,,
origin,175_06:20,,,
origin,176_07:40,,,
origin,176_06:20,,,
origin,176_07:20,,,
origin,176_07:30,,,
origin,176_06:50,,,
origin,176_07:00,,,
origin,176_07:10,,,
origin,176_07:50,,,
origin,176_06:10,,,
origin,176_08:00,,,
origin,176_06:40,,,
origin,176_06:30,,,
origin,177_06:30,,,
origin,177_07:20,,,
origin,177_06:20,,,
origin,177_06:40,,,
origin,177_06:10,,,
origin,177_07:10,,,
origin,177_07:50,,,
origin,177_07:40,,,
origin,177_07:00,,,
origin,177_08:00,,,
origin,177_06:50,,,
origin,177_07:30,,,
origin,178_07:20,,,
origin,178_07:50,,,
origin,178_07:40,,,
origin,178_06:30,,,
origin,178_06:20,,,
origin,178_07:00,,,
origin,178_06:50,,,
origin,178_06:40,,,
origin,178_07:10,,,
origin,178_06:10,,,
origin,178_08:00,,,
origin,178_07:30,,,
origin,180_07:00,,,
origin,180_06:30,,,
origin,180_07:20,,,
origin,180_08:00,,,
origin,180_06:10,,,
origin,180_06:20,,,
origin,180_07:40,,,
origin,180_07:10,,,
origin,180_07:50,,,
origin,180_06:40,,,
origin,180_06:50,,,
origin,180_07:30,,,
origin,181_07:00,,,
origin,181_06:40,,,
origin,181_06:10,,,
origin,181_06:30,,,
origin,181_07:50,,,
origin,181_08:00,,,
origin,181_07:10,,,
origin,181_07:20,,,
origin,181_06:20,,,
origin,181_07:30,,,
origin,181_07:40,,,
origin,181_06:50,,,
origin,182_07:40,,,
origin,182_06:30,,,
origin,182_07:10,,,
origin,182_07:30,,,
origin,182_07:50,,,
origin,182_07:20,,,
origin,182_06:20,,,
origin,182_08:00,,,
origin,182_07:00,,,
origin,182_06:50,,,
origin,182_06:40,,,
origin,191_08:00,,,
origin,191_07:50,,,
origin,191_06:30,,,
origin,191_07:30,,,
origin,191_07:40,,,
origin,191_07:10,,,
origin,191_06:20,,,
origin,191_06:40,,,
origin,191_07:00,,,
origin,191_06:10,,,
origin,191_07:20,,,
origin,191_06:50,,,
origin,192_07:00,,,
origin,192_07:30,,,
origin,192_06:50,,,
origin,192_06:30,,,
origin,192_06:10,,,
origin,192_07:10,,,
origin,192_08:00,,,
origin,192_07:50,,,
origin,192_07:40,,,
origin,192_06:40,,,
origin,192_06:20,,,
origin,192_07:20,,,
origin,193_06:20,,,
origin,193_08:00,,,
origin,193_07:40,,,
origin,193_06:50,,,
origin,193_07:50,,,
origin,193_07:20,,,
origin,193_06:40,,,
origin,193_06:10,,,
origin,193_07:10,,,
origin,193_07:30,,,
origin,193_07:00,,,
origin,193_06:30,,,
origin,194_07:40,,,
origin,194_06:50,,,
origin,194_06:20,,,
origin,194_07:50,,,
origin,194_07:30,,,
origin,194_07:20,,,
origin,194_07:00,,,
origin,194_07:10,,,
origin,194_08:00,,,
origin,194_06:40,,,
origin,194_06:30,,,
origin,194_06:10,,,
origin,195_06:20,,,
origin,195_06:50,,,
origin,195_06:30,,,
origin,195_07:10,,,
origin,195_07:30,,,
origin,195_07:40,,,
origin,195_06:10,,,
origin,195_06:40,,,
origin,195_07:20,,,
origin,195_07:00,,,
origin,195_07:50,,,
origin,195_08:00,,,
origin,196_06:20,,,
origin,196_07:00,,,
origin,196_07:50,,,
origin,196_08:00,,,
origin,196_06:10,,,
origin,196_06:50,,,
origin,196_07:30,,,
origin,196_06:40,,,
origin,196_06:30,,,
origin,196_07:20,,,
origin,196_07:40,,,
origin,196_07:10,,,
origin,197_07:10,,,
origin,197_06:40,,,
origin,197_07:50,,,
origin,197_06:50,,,
origin,197_06:30,,,
origin,197_07:40,,,
origin,197_08:00,,,
origin,197_06:20,,,
origin,197_07:20,,,
origin,197_07:30,,,
origin,197_07:00,,,
origin,197_06:10,,,
origin,198_07:10,,,
origin,198_07:30,,,
origin,198_06:10,,,
origin,198_06:40,,,
origin,198_06:30,,,
origin,198_06:20,,,
origin,198_07:00,,,
origin,198_06:50,,,
origin,198_07:20,,,
origin,198_07:40,,,
origin,198_08:00,,,
origin,198_07:50,,,
origin,199_07:30,,,
origin,199_07:10,,,
origin,199_06:30,,,
origin,199_06:20,,,
origin,199_06:40,,,
origin,199_06:10,,,
origin,199_07:50,,,
origin,199_07:00,,,
origin,199_08:00,,,
origin,199_07:40,,,
origin,199_06:50,,,
origin,199_07:20,,,
origin,200_07:50,,,
origin,200_08:00,,,
origin,200_06:40,,,
origin,200_06:50,,,
origin,200_06:30,,,
origin,200_07:30,,,
origin,200_07:40,,,
origin,200_07:00,,,
origin,200_07:10,,,
origin,200_07:20,,,
origin,200_06:10,,,
origin,200_06:20,,,
origin,211_08:00,,,
origin,211_07:30,,,
origin,211_07:10,,,
origin,211_06:50,,,
origin,211_07:20,,,
origin,211_06:20,,,
origin,211_07:50,,,
origin,211_07:40,,,
origin,211_06:30,,,
origin,212_07:10,,,
origin,212_06:50,,,
origin,213_07:30,,,
origin,213_06:40,,,
origin,213_07:20,,,
origin,213_06:20,,,
origin,213_07:10,,,
origin,213_06:30,,,
origin,213_06:10,,,
origin,213_08:00,,,
origin,213_06:50,,,
origin,213_07:00,,,
origin,213_07:50,,,
origin,213_07:40,,,
origin,214_08:00,,,
origin,214_07:00,,,
origin,214_06:30,,,
origin,214_07:20,,,
origin,214_06:50,,,
origin,214_07:10,,,
origin,214_06:40,,,
origin,214_07:30,,,
origin,214_06:10,,,
origin,214_07:40,,,
origin,214_06:20,,,
origin,214_07:50,,,
origin,215_07:40,,,
origin,215_07:00,,,
