type,node,,,
arrivalNode,(9, '2005-05-10T06:47:30',10855013, 'a')
arrivalNode,(12, '2005-05-10T07:38:30',10858653, 'a')
arrivalNode,(8, '2005-05-10T07:40:30',10859017, 'a')
arrivalNode,(11, '2005-05-10T07:42:30',10859381, 'a')
arrivalNode,(7, '2005-05-10T07:44:30',10859745, 'a')
arrivalNode,(10, '2005-05-10T07:46:30',10860109, 'a')
arrivalNode,(9, '2005-05-10T07:47:30',10860473, 'a')
arrivalNode,(659, '2005-05-10T06:04:30',11282350, 'a')
arrivalNode,(584, '2005-05-10T06:07:30',11282714, 'a')
arrivalNode,(666, '2005-05-10T06:09:30',11283078, 'a')
arrivalNode,(280, '2005-05-10T06:12:30',11283442, 'a')
arrivalNode,(659, '2005-05-10T06:34:30',11287082, 'a')
arrivalNode,(584, '2005-05-10T06:37:30',11287446, 'a')
arrivalNode,(666, '2005-05-10T06:39:30',11287810, 'a')
arrivalNode,(280, '2005-05-10T06:42:30',11288174, 'a')
arrivalNode,(659, '2005-05-10T07:04:30',11291814, 'a')
arrivalNode,(584, '2005-05-10T07:07:30',11292178, 'a')
arrivalNode,(666, '2005-05-10T07:09:30',11292542, 'a')
arrivalNode,(280, '2005-05-10T07:12:30',11292906, 'a')
arrivalNode,(659, '2005-05-10T07:34:30',11296546, 'a')
arrivalNode,(584, '2005-05-10T07:37:30',11296910, 'a')
arrivalNode,(666, '2005-05-10T07:39:30',11297274, 'a')
arrivalNode,(280, '2005-05-10T07:42:30',11297638, 'a')
arrivalNode,(494, '2005-05-10T06:20:06',11421398, 'a')
arrivalNode,(623, '2005-05-10T06:31:00',11423946, 'a')
arrivalNode,(606, '2005-05-10T06:35:06',11424310, 'a')
arrivalNode,(592, '2005-05-10T06:39:00',11425038, 'a')
arrivalNode,(611, '2005-05-10T06:43:48',11425766, 'a')
arrivalNode,(240, '2005-05-10T06:46:54',11426130, 'a')
arrivalNode,(409, '2005-05-10T06:49:18',11426858, 'a')
arrivalNode,(356, '2005-05-10T06:53:18',11427222, 'a')
arrivalNode,(331, '2005-05-10T06:55:06',11427586, 'a')
arrivalNode,(179, '2005-05-10T07:00:30',11427950, 'a')
arrivalNode,(238, '2005-05-10T07:04:06',11428314, 'a')
arrivalNode,(215, '2005-05-10T07:07:24',11428678, 'a')
arrivalNode,(265, '2005-05-10T07:09:42',11429042, 'a')
arrivalNode,(424, '2005-05-10T07:14:12',11429406, 'a')
arrivalNode,(494, '2005-05-10T07:20:06',11433046, 'a')
arrivalNode,(623, '2005-05-10T07:31:00',11435594, 'a')
arrivalNode,(606, '2005-05-10T07:35:06',11435958, 'a')
arrivalNode,(592, '2005-05-10T07:39:00',11436686, 'a')
arrivalNode,(611, '2005-05-10T07:43:48',11437414, 'a')
arrivalNode,(240, '2005-05-10T07:46:54',11437778, 'a')
arrivalNode,(409, '2005-05-10T07:49:18',11438506, 'a')
arrivalNode,(356, '2005-05-10T07:53:18',11438870, 'a')
arrivalNode,(331, '2005-05-10T07:55:06',11439234, 'a')
arrivalNode,(179, '2005-05-10T08:00:30',11439598, 'a')
arrivalNode,(168, '2005-05-10T06:45:06',11963030, 'a')
arrivalNode,(587, '2005-05-10T06:49:42',11963758, 'a')
arrivalNode,(611, '2005-05-10T06:56:12',11964486, 'a')
arrivalNode,(663, '2005-05-10T06:59:18',11964850, 'a')
arrivalNode,(633, '2005-05-10T07:05:18',11965942, 'a')
arrivalNode,(659, '2005-05-10T07:13:18',11967034, 'a')
arrivalNode,(584, '2005-05-10T07:15:30',11967398, 'a')
arrivalNode,(253, '2005-05-10T06:47:42',12164686, 'a')
arrivalNode,(253, '2005-05-10T07:47:42',12169418, 'a')
arrivalNode,(545, '2005-05-10T06:39:06',12244766, 'a')
arrivalNode,(553, '2005-05-10T06:41:30',12245130, 'a')
arrivalNode,(379, '2005-05-10T06:47:48',12245494, 'a')
arrivalNode,(220, '2005-05-10T06:53:12',12245858, 'a')
arrivalNode,(179, '2005-05-10T06:57:54',12246222, 'a')
arrivalNode,(143, '2005-05-10T06:18:54',12351418, 'a')
arrivalNode,(494, '2005-05-10T06:22:42',12351782, 'a')
arrivalNode,(328, '2005-05-10T06:26:18',12352146, 'a')
arrivalNode,(439, '2005-05-10T06:30:54',12352510, 'a')
arrivalNode,(203, '2005-05-10T06:34:24',12352874, 'a')
arrivalNode,(538, '2005-05-10T06:38:00',12353602, 'a')
arrivalNode,(611, '2005-05-10T06:43:30',12353966, 'a')
arrivalNode,(633, '2005-05-10T06:50:00',12355422, 'a')
arrivalNode,(143, '2005-05-10T07:18:54',12356878, 'a')
arrivalNode,(494, '2005-05-10T07:22:42',12357242, 'a')
arrivalNode,(328, '2005-05-10T07:26:18',12357606, 'a')
arrivalNode,(439, '2005-05-10T07:30:54',12357970, 'a')
arrivalNode,(203, '2005-05-10T07:34:24',12358334, 'a')
arrivalNode,(538, '2005-05-10T07:38:00',12359062, 'a')
arrivalNode,(611, '2005-05-10T07:43:30',12359426, 'a')
arrivalNode,(633, '2005-05-10T07:50:00',12360882, 'a')
arrivalNode,(277, '2005-05-10T06:03:12',12479546, 'a')
arrivalNode,(629, '2005-05-10T06:06:00',12480274, 'a')
arrivalNode,(623, '2005-05-10T06:10:06',12480638, 'a')
arrivalNode,(606, '2005-05-10T06:13:18',12481002, 'a')
arrivalNode,(592, '2005-05-10T06:16:36',12481730, 'a')
arrivalNode,(611, '2005-05-10T06:21:54',12482458, 'a')
arrivalNode,(587, '2005-05-10T06:26:42',12483186, 'a')
arrivalNode,(277, '2005-05-10T06:33:12',12485370, 'a')
arrivalNode,(629, '2005-05-10T06:36:00',12486098, 'a')
arrivalNode,(623, '2005-05-10T06:40:06',12486462, 'a')
arrivalNode,(606, '2005-05-10T06:43:18',12486826, 'a')
arrivalNode,(592, '2005-05-10T06:46:36',12487554, 'a')
arrivalNode,(611, '2005-05-10T06:51:54',12488282, 'a')
arrivalNode,(587, '2005-05-10T06:56:42',12489010, 'a')
arrivalNode,(277, '2005-05-10T07:03:12',12491194, 'a')
arrivalNode,(629, '2005-05-10T07:06:00',12491922, 'a')
arrivalNode,(623, '2005-05-10T07:10:06',12492286, 'a')
arrivalNode,(606, '2005-05-10T07:13:18',12492650, 'a')
arrivalNode,(592, '2005-05-10T07:16:36',12493378, 'a')
arrivalNode,(611, '2005-05-10T07:21:54',12494106, 'a')
arrivalNode,(587, '2005-05-10T07:26:42',12494834, 'a')
arrivalNode,(277, '2005-05-10T07:33:12',12497018, 'a')
arrivalNode,(629, '2005-05-10T07:36:00',12497746, 'a')
arrivalNode,(623, '2005-05-10T07:40:06',12498110, 'a')
arrivalNode,(606, '2005-05-10T07:43:18',12498474, 'a')
arrivalNode,(592, '2005-05-10T07:46:36',12499202, 'a')
arrivalNode,(611, '2005-05-10T07:51:54',12499930, 'a')
arrivalNode,(587, '2005-05-10T07:56:42',12500658, 'a')
arrivalNode,(611, '2005-05-10T06:06:18',12694306, 'a')
arrivalNode,(592, '2005-05-10T06:10:36',12695034, 'a')
arrivalNode,(606, '2005-05-10T06:13:24',12695762, 'a')
arrivalNode,(623, '2005-05-10T06:18:00',12696126, 'a')
arrivalNode,(629, '2005-05-10T06:21:06',12696490, 'a')
arrivalNode,(601, '2005-05-10T06:23:42',12696854, 'a')
arrivalNode,(277, '2005-05-10T06:25:48',12697218, 'a')
arrivalNode,(300, '2005-05-10T06:27:48',12697582, 'a')
arrivalNode,(611, '2005-05-10T06:36:18',12700130, 'a')
arrivalNode,(592, '2005-05-10T06:40:36',12700858, 'a')
arrivalNode,(606, '2005-05-10T06:43:24',12701586, 'a')
arrivalNode,(623, '2005-05-10T06:48:00',12701950, 'a')
arrivalNode,(629, '2005-05-10T06:51:06',12702314, 'a')
arrivalNode,(601, '2005-05-10T06:53:42',12702678, 'a')
arrivalNode,(277, '2005-05-10T06:55:48',12703042, 'a')
arrivalNode,(300, '2005-05-10T06:57:48',12703406, 'a')
arrivalNode,(611, '2005-05-10T07:06:18',12705954, 'a')
arrivalNode,(592, '2005-05-10T07:10:36',12706682, 'a')
arrivalNode,(606, '2005-05-10T07:13:24',12707410, 'a')
arrivalNode,(623, '2005-05-10T07:18:00',12707774, 'a')
arrivalNode,(629, '2005-05-10T07:21:06',12708138, 'a')
arrivalNode,(601, '2005-05-10T07:23:42',12708502, 'a')
arrivalNode,(277, '2005-05-10T07:25:48',12708866, 'a')
arrivalNode,(300, '2005-05-10T07:27:48',12709230, 'a')
arrivalNode,(611, '2005-05-10T07:36:18',12711778, 'a')
arrivalNode,(592, '2005-05-10T07:40:36',12712506, 'a')
arrivalNode,(606, '2005-05-10T07:43:24',12713234, 'a')
arrivalNode,(623, '2005-05-10T07:48:00',12713598, 'a')
arrivalNode,(629, '2005-05-10T07:51:06',12713962, 'a')
arrivalNode,(601, '2005-05-10T07:53:42',12714326, 'a')
arrivalNode,(277, '2005-05-10T07:55:48',12714690, 'a')
arrivalNode,(300, '2005-05-10T07:57:48',12715054, 'a')
arrivalNode,(633, '2005-05-10T06:23:12',12917074, 'a')
arrivalNode,(308, '2005-05-10T06:45:54',12920714, 'a')
arrivalNode,(633, '2005-05-10T07:23:12',12935274, 'a')
arrivalNode,(308, '2005-05-10T07:45:54',12938914, 'a')
arrivalNode,(349, '2005-05-10T06:21:00',13397554, 'a')
arrivalNode,(437, '2005-05-10T06:24:00',13397918, 'a')
arrivalNode,(466, '2005-05-10T06:27:24',13398282, 'a')
arrivalNode,(188, '2005-05-10T06:30:42',13398646, 'a')
arrivalNode,(344, '2005-05-10T06:33:00',13399010, 'a')
arrivalNode,(356, '2005-05-10T06:36:00',13399374, 'a')
arrivalNode,(409, '2005-05-10T06:38:00',13399738, 'a')
arrivalNode,(240, '2005-05-10T06:42:54',13400466, 'a')
arrivalNode,(611, '2005-05-10T06:45:30',13400830, 'a')
arrivalNode,(592, '2005-05-10T06:49:00',13401558, 'a')
arrivalNode,(606, '2005-05-10T06:53:18',13402286, 'a')
arrivalNode,(623, '2005-05-10T06:57:48',13402650, 'a')
arrivalNode,(494, '2005-05-10T07:09:54',13405198, 'a')
arrivalNode,(554, '2005-05-10T07:15:36',13405926, 'a')
arrivalNode,(297, '2005-05-10T06:22:00',13612284, 'a')
arrivalNode,(456, '2005-05-10T06:25:00',13612646, 'a')
arrivalNode,(542, '2005-05-10T06:28:00',13613008, 'a')
arrivalNode,(520, '2005-05-10T06:29:54',13613370, 'a')
arrivalNode,(498, '2005-05-10T06:34:42',13613732, 'a')
arrivalNode,(297, '2005-05-10T07:22:00',13619886, 'a')
arrivalNode,(456, '2005-05-10T07:25:00',13620248, 'a')
arrivalNode,(542, '2005-05-10T07:28:00',13620610, 'a')
arrivalNode,(520, '2005-05-10T07:29:54',13620972, 'a')
arrivalNode,(498, '2005-05-10T07:34:42',13621334, 'a')
arrivalNodePassing,(627, '2005-05-10T07:43:24',115586, 'ap')
arrivalNodePassing,(658, '2005-05-10T07:43:54',115950, 'ap')
arrivalNodePassing,(186, '2005-05-10T07:54:18',117406, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:52:06',728211, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:54:30',728575, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:55:12',728939, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:56:18',729303, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:58:00',729667, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:58:36',730031, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:59:18',730395, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:00:18',730759, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:01:06',731123, 'ap')
arrivalNodePassing,(340, '2005-05-10T06:33:18',784996, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:34:36',785360, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:38:42',786088, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:39:48',786452, 'ap')
arrivalNodePassing,(263, '2005-05-10T06:48:12',787180, 'ap')
arrivalNodePassing,(363, '2005-05-10T06:54:00',787908, 'ap')
arrivalNodePassing,(340, '2005-05-10T07:33:18',789364, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:34:36',789728, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:38:42',790456, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:39:48',790820, 'ap')
arrivalNodePassing,(263, '2005-05-10T07:48:12',791548, 'ap')
arrivalNodePassing,(363, '2005-05-10T07:54:00',792276, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:18:00',850518, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:20:24',850882, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:21:12',851246, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:22:12',851610, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:24:00',851974, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:24:36',852338, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:25:18',852702, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:26:18',853066, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:27:06',853430, 'ap')
arrivalNodePassing,(655, '2005-05-10T06:40:06',854158, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:41:06',854522, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:42:24',854886, 'ap')
arrivalNodePassing,(263, '2005-05-10T06:43:00',855250, 'ap')
arrivalNodePassing,(611, '2005-05-10T06:45:54',855614, 'ap')
arrivalNodePassing,(363, '2005-05-10T06:47:42',855978, 'ap')
arrivalNodePassing,(191, '2005-05-10T06:55:42',856706, 'ap')
arrivalNodePassing,(168, '2005-05-10T06:56:18',857070, 'ap')
arrivalNodePassing,(264, '2005-05-10T06:58:12',857434, 'ap')
arrivalNodePassing,(207, '2005-05-10T06:59:12',857798, 'ap')
arrivalNodePassing,(274, '2005-05-10T07:01:18',858162, 'ap')
arrivalNodePassing,(472, '2005-05-10T07:02:36',858526, 'ap')
arrivalNodePassing,(552, '2005-05-10T07:03:24',858890, 'ap')
arrivalNodePassing,(520, '2005-05-10T07:09:30',859618, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:18:00',861074, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:20:24',861438, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:21:12',861802, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:22:12',862166, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:24:00',862530, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:24:36',862894, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:25:18',863258, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:26:18',863622, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:27:06',863986, 'ap')
arrivalNodePassing,(655, '2005-05-10T07:40:06',864714, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:41:06',865078, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:42:24',865442, 'ap')
arrivalNodePassing,(263, '2005-05-10T07:43:00',865806, 'ap')
arrivalNodePassing,(611, '2005-05-10T07:45:54',866170, 'ap')
arrivalNodePassing,(363, '2005-05-10T07:47:42',866534, 'ap')
arrivalNodePassing,(191, '2005-05-10T07:55:42',867262, 'ap')
arrivalNodePassing,(168, '2005-05-10T07:56:18',867626, 'ap')
arrivalNodePassing,(264, '2005-05-10T07:58:12',867990, 'ap')
arrivalNodePassing,(207, '2005-05-10T07:59:12',868354, 'ap')
arrivalNodePassing,(274, '2005-05-10T08:01:18',868718, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:05:12',1073652, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:06:00',1074016, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:07:06',1074380, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:07:48',1074744, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:08:30',1075108, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:10:12',1075472, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:11:12',1075836, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:12:00',1076200, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:14:24',1076564, 'ap')
arrivalNodePassing,(520, '2005-05-10T06:24:12',1078020, 'ap')
arrivalNodePassing,(552, '2005-05-10T06:29:36',1078748, 'ap')
arrivalNodePassing,(472, '2005-05-10T06:30:24',1079112, 'ap')
arrivalNodePassing,(274, '2005-05-10T06:31:36',1079476, 'ap')
arrivalNodePassing,(207, '2005-05-10T06:33:42',1079840, 'ap')
arrivalNodePassing,(264, '2005-05-10T06:34:48',1080204, 'ap')
arrivalNodePassing,(168, '2005-05-10T06:36:36',1080568, 'ap')
arrivalNodePassing,(191, '2005-05-10T06:37:18',1080932, 'ap')
arrivalNodePassing,(363, '2005-05-10T06:44:00',1081660, 'ap')
arrivalNodePassing,(611, '2005-05-10T06:45:48',1082024, 'ap')
arrivalNodePassing,(663, '2005-05-10T06:47:24',1082388, 'ap')
arrivalNodePassing,(658, '2005-05-10T06:47:54',1082752, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:05:12',1083480, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:06:00',1083844, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:07:06',1084208, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:07:48',1084572, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:08:30',1084936, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:10:12',1085300, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:11:12',1085664, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:12:00',1086028, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:14:24',1086392, 'ap')
arrivalNodePassing,(520, '2005-05-10T07:24:12',1087848, 'ap')
arrivalNodePassing,(552, '2005-05-10T07:29:36',1088576, 'ap')
arrivalNodePassing,(472, '2005-05-10T07:30:24',1088940, 'ap')
arrivalNodePassing,(274, '2005-05-10T07:31:36',1089304, 'ap')
arrivalNodePassing,(207, '2005-05-10T07:33:42',1089668, 'ap')
arrivalNodePassing,(264, '2005-05-10T07:34:48',1090032, 'ap')
arrivalNodePassing,(168, '2005-05-10T07:36:36',1090396, 'ap')
arrivalNodePassing,(191, '2005-05-10T07:37:18',1090760, 'ap')
arrivalNodePassing,(363, '2005-05-10T07:44:00',1091488, 'ap')
arrivalNodePassing,(611, '2005-05-10T07:45:48',1091852, 'ap')
arrivalNodePassing,(663, '2005-05-10T07:47:24',1092216, 'ap')
arrivalNodePassing,(658, '2005-05-10T07:47:54',1092580, 'ap')
arrivalNodePassing,(472, '2005-05-10T06:00:48',1246188, 'ap')
arrivalNodePassing,(274, '2005-05-10T06:02:06',1246552, 'ap')
arrivalNodePassing,(207, '2005-05-10T06:04:12',1246916, 'ap')
arrivalNodePassing,(264, '2005-05-10T06:05:12',1247280, 'ap')
arrivalNodePassing,(168, '2005-05-10T06:07:06',1247644, 'ap')
arrivalNodePassing,(191, '2005-05-10T06:07:42',1248008, 'ap')
arrivalNodePassing,(363, '2005-05-10T06:13:48',1248736, 'ap')
arrivalNodePassing,(611, '2005-05-10T06:15:36',1249100, 'ap')
arrivalNodePassing,(663, '2005-05-10T06:17:18',1249464, 'ap')
arrivalNodePassing,(658, '2005-05-10T06:17:48',1249828, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:33:00',1250556, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:33:54',1250920, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:35:00',1251284, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:35:42',1251648, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:36:24',1252012, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:38:12',1252376, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:39:12',1252740, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:39:54',1253104, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:42:24',1253468, 'ap')
arrivalNodePassing,(520, '2005-05-10T06:54:24',1254924, 'ap')
arrivalNodePassing,(552, '2005-05-10T06:59:54',1255652, 'ap')
arrivalNodePassing,(472, '2005-05-10T07:00:48',1256016, 'ap')
arrivalNodePassing,(274, '2005-05-10T07:02:06',1256380, 'ap')
arrivalNodePassing,(207, '2005-05-10T07:04:12',1256744, 'ap')
arrivalNodePassing,(264, '2005-05-10T07:05:12',1257108, 'ap')
arrivalNodePassing,(168, '2005-05-10T07:07:06',1257472, 'ap')
arrivalNodePassing,(191, '2005-05-10T07:07:42',1257836, 'ap')
arrivalNodePassing,(363, '2005-05-10T07:13:48',1258564, 'ap')
arrivalNodePassing,(611, '2005-05-10T07:15:36',1258928, 'ap')
arrivalNodePassing,(663, '2005-05-10T07:17:18',1259292, 'ap')
arrivalNodePassing,(658, '2005-05-10T07:17:48',1259656, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:33:00',1260384, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:33:54',1260748, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:35:00',1261112, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:35:42',1261476, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:36:24',1261840, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:38:12',1262204, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:39:12',1262568, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:39:54',1262932, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:42:24',1263296, 'ap')
arrivalNodePassing,(520, '2005-05-10T07:54:24',1264752, 'ap')
arrivalNodePassing,(552, '2005-05-10T07:59:54',1265480, 'ap')
arrivalNodePassing,(472, '2005-05-10T08:00:48',1265844, 'ap')
arrivalNodePassing,(655, '2005-05-10T06:10:42',1607692, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:11:12',1608056, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:12:06',1608420, 'ap')
arrivalNodePassing,(263, '2005-05-10T06:12:36',1608784, 'ap')
arrivalNodePassing,(611, '2005-05-10T06:15:12',1609148, 'ap')
arrivalNodePassing,(363, '2005-05-10T06:16:42',1609512, 'ap')
arrivalNodePassing,(191, '2005-05-10T06:25:12',1610240, 'ap')
arrivalNodePassing,(168, '2005-05-10T06:25:48',1610604, 'ap')
arrivalNodePassing,(264, '2005-05-10T06:27:42',1610968, 'ap')
arrivalNodePassing,(207, '2005-05-10T06:28:42',1611332, 'ap')
arrivalNodePassing,(274, '2005-05-10T06:31:00',1611696, 'ap')
arrivalNodePassing,(472, '2005-05-10T06:32:18',1612060, 'ap')
arrivalNodePassing,(552, '2005-05-10T06:33:06',1612424, 'ap')
arrivalNodePassing,(520, '2005-05-10T06:39:12',1613152, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:46:00',1614608, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:48:24',1614972, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:49:12',1615336, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:50:12',1615700, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:51:54',1616064, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:52:36',1616428, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:53:12',1616792, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:54:18',1617156, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:55:06',1617520, 'ap')
arrivalNodePassing,(655, '2005-05-10T07:10:42',1618248, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:11:12',1618612, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:12:06',1618976, 'ap')
arrivalNodePassing,(263, '2005-05-10T07:12:36',1619340, 'ap')
arrivalNodePassing,(611, '2005-05-10T07:15:12',1619704, 'ap')
arrivalNodePassing,(363, '2005-05-10T07:16:42',1620068, 'ap')
arrivalNodePassing,(191, '2005-05-10T07:25:12',1620796, 'ap')
arrivalNodePassing,(168, '2005-05-10T07:25:48',1621160, 'ap')
arrivalNodePassing,(264, '2005-05-10T07:27:42',1621524, 'ap')
arrivalNodePassing,(207, '2005-05-10T07:28:42',1621888, 'ap')
arrivalNodePassing,(274, '2005-05-10T07:31:00',1622252, 'ap')
arrivalNodePassing,(472, '2005-05-10T07:32:18',1622616, 'ap')
arrivalNodePassing,(552, '2005-05-10T07:33:06',1622980, 'ap')
arrivalNodePassing,(520, '2005-05-10T07:39:12',1623708, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:46:00',1625164, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:48:24',1625528, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:49:12',1625892, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:50:12',1626256, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:51:54',1626620, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:52:36',1626984, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:53:12',1627348, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:54:18',1627712, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:55:06',1628076, 'ap')
arrivalNodePassing,(340, '2005-05-10T06:12:42',2079098, 'ap')
arrivalNodePassing,(285, '2005-05-10T06:14:06',2079462, 'ap')
arrivalNodePassing,(192, '2005-05-10T06:16:30',2079826, 'ap')
arrivalNodePassing,(244, '2005-05-10T06:17:12',2080190, 'ap')
arrivalNodePassing,(431, '2005-05-10T06:18:18',2080554, 'ap')
arrivalNodePassing,(563, '2005-05-10T06:20:00',2080918, 'ap')
arrivalNodePassing,(599, '2005-05-10T06:20:36',2081282, 'ap')
arrivalNodePassing,(592, '2005-05-10T06:21:18',2081646, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:22:24',2082010, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:23:06',2082374, 'ap')
arrivalNodePassing,(340, '2005-05-10T07:12:42',2083830, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:14:06',2084194, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:16:30',2084558, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:17:12',2084922, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:18:18',2085286, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:20:00',2085650, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:20:36',2086014, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:21:18',2086378, 'ap')
arrivalNodePassing,(605, '2005-05-10T07:22:24',2086742, 'ap')
arrivalNodePassing,(656, '2005-05-10T07:23:06',2087106, 'ap')
arrivalNodePassing,(656, '2005-05-10T06:59:00',2159542, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:59:48',2159906, 'ap')
arrivalNodePassing,(592, '2005-05-10T07:00:48',2160270, 'ap')
arrivalNodePassing,(599, '2005-05-10T07:01:30',2160634, 'ap')
arrivalNodePassing,(563, '2005-05-10T07:02:12',2160998, 'ap')
arrivalNodePassing,(431, '2005-05-10T07:04:00',2161362, 'ap')
arrivalNodePassing,(244, '2005-05-10T07:05:00',2161726, 'ap')
arrivalNodePassing,(192, '2005-05-10T07:05:48',2162090, 'ap')
arrivalNodePassing,(285, '2005-05-10T07:08:12',2162454, 'ap')
arrivalNodePassing,(219, '2005-05-10T06:06:06',2758941, 'ap')
arrivalNodePassing,(605, '2005-05-10T06:12:18',2760033, 'ap')
arrivalNodePassing,(336, '2005-05-10T06:28:00',2761489, 'ap')
arrivalNodePassing,(199, '2005-05-10T06:28:36',2761853, 'ap')
arrivalNodePassing,(264, '2005-05-10T06:30:42',2762217, 'ap')
