(456, '2005-05-10T06:02:00', 2242133, 'a')
(542, '2005-05-10T06:06:30', 2242496, 'a')
(520, '2005-05-10T06:09:30', 2242859, 'a')
(498, '2005-05-10T06:14:30', 2243222, 'a')
(244, '2005-05-10T06:02:12', 2758213, 'a')
(431, '2005-05-10T06:04:24', 2758577, 'a')
(563, '2005-05-10T06:06:48', 2759305, 'a')
(592, '2005-05-10T06:10:42', 2759669, 'a')
(606, '2005-05-10T06:16:30', 2760397, 'a')
(623, '2005-05-10T06:21:06', 2760761, 'a')
(462, '2005-05-10T06:25:36', 2761125, 'a')
(498, '2005-05-10T06:38:00', 2764037, 'a')
(370, '2005-05-10T06:43:24', 2764401, 'a')
(551, '2005-05-10T06:45:30', 2764765, 'a')
(392, '2005-05-10T06:48:00', 2765129, 'a')
(444, '2005-05-10T06:52:12', 2765493, 'a')
(340, '2005-05-10T06:50:54', 2766586, 'a')
(285, '2005-05-10T06:53:00', 2766950, 'a')
(192, '2005-05-10T06:59:18', 2767314, 'a')
(244, '2005-05-10T07:02:12', 2767678, 'a')
(431, '2005-05-10T07:04:24', 2768042, 'a')
(563, '2005-05-10T07:06:48', 2768770, 'a')
(592, '2005-05-10T07:10:42', 2769134, 'a')
(606, '2005-05-10T07:16:30', 2769862, 'a')
(623, '2005-05-10T07:21:06', 2770226, 'a')
(462, '2005-05-10T07:25:36', 2770590, 'a')
(498, '2005-05-10T07:38:00', 2773502, 'a')
(370, '2005-05-10T07:43:24', 2773866, 'a')
(551, '2005-05-10T07:45:30', 2774230, 'a')
(392, '2005-05-10T07:48:00', 2774594, 'a')
(444, '2005-05-10T07:52:12', 2774958, 'a')
(340, '2005-05-10T07:50:54', 2776050, 'a')
(285, '2005-05-10T07:53:00', 2776414, 'a')
(192, '2005-05-10T07:59:18', 2776778, 'a')
(308, '2005-05-10T06:11:42', 2946402, 'a')
(498, '2005-05-10T06:23:30', 2947858, 'a')
(587, '2005-05-10T06:35:18', 2950770, 'a')
(633, '2005-05-10T06:50:00', 2953318, 'a')
(308, '2005-05-10T07:11:42', 2956958, 'a')
(498, '2005-05-10T07:23:30', 2958414, 'a')
(587, '2005-05-10T07:35:18', 2961326, 'a')
(633, '2005-05-10T07:50:00', 2963874, 'a')
(515, '2005-05-10T06:48:54', 3644044, 'a')
(515, '2005-05-10T07:48:54', 3648776, 'a')
(392, '2005-05-10T06:38:06', 4938792, 'a')
(551, '2005-05-10T06:41:18', 4939156, 'a')
(370, '2005-05-10T06:44:18', 4939520, 'a')
(498, '2005-05-10T06:48:06', 4939884, 'a')
(392, '2005-05-10T07:38:06', 4940976, 'a')
(551, '2005-05-10T07:41:18', 4941340, 'a')
(370, '2005-05-10T07:44:18', 4941704, 'a')
(498, '2005-05-10T07:48:06', 4942068, 'a')
(244, '2005-05-10T06:19:18', 5117880, 'a')
(431, '2005-05-10T06:21:18', 5118244, 'a')
(563, '2005-05-10T06:25:54', 5118972, 'a')
(592, '2005-05-10T06:27:54', 5119336, 'a')
(606, '2005-05-10T06:31:42', 5120064, 'a')
(623, '2005-05-10T06:35:54', 5120428, 'a')
(462, '2005-05-10T06:40:24', 5120792, 'a')
(199, '2005-05-10T06:43:18', 5121520, 'a')
(207, '2005-05-10T06:49:12', 5122248, 'a')
(267, '2005-05-10T06:54:12', 5122612, 'a')
(227, '2005-05-10T06:58:06', 5122976, 'a')
(383, '2005-05-10T07:03:18', 5123340, 'a')
(294, '2005-05-10T07:07:18', 5123704, 'a')
(554, '2005-05-10T07:11:18', 5124068, 'a')
(244, '2005-05-10T06:49:18', 5125160, 'a')
(431, '2005-05-10T06:51:18', 5125524, 'a')
(563, '2005-05-10T06:55:54', 5126252, 'a')
(592, '2005-05-10T06:57:54', 5126616, 'a')
(606, '2005-05-10T07:01:42', 5127344, 'a')
(623, '2005-05-10T07:05:54', 5127708, 'a')
(462, '2005-05-10T07:10:24', 5128072, 'a')
(199, '2005-05-10T07:13:18', 5128800, 'a')
(207, '2005-05-10T07:19:12', 5129528, 'a')
(267, '2005-05-10T07:24:12', 5129892, 'a')
(227, '2005-05-10T07:28:06', 5130256, 'a')
(383, '2005-05-10T07:33:18', 5130620, 'a')
(294, '2005-05-10T07:37:18', 5130984, 'a')
(554, '2005-05-10T07:41:18', 5131348, 'a')
(244, '2005-05-10T07:19:18', 5132440, 'a')
(431, '2005-05-10T07:21:18', 5132804, 'a')
(563, '2005-05-10T07:25:54', 5133532, 'a')
(592, '2005-05-10T07:27:54', 5133896, 'a')
(606, '2005-05-10T07:31:42', 5134624, 'a')
(623, '2005-05-10T07:35:54', 5134988, 'a')
(462, '2005-05-10T07:40:24', 5135352, 'a')
(199, '2005-05-10T07:43:18', 5136080, 'a')
(207, '2005-05-10T07:49:12', 5136808, 'a')
(267, '2005-05-10T07:54:12', 5137172, 'a')
(227, '2005-05-10T07:58:06', 5137536, 'a')
(383, '2005-05-10T08:03:18', 5137900, 'a')
(244, '2005-05-10T07:49:18', 5139720, 'a')
(431, '2005-05-10T07:51:18', 5140084, 'a')
(563, '2005-05-10T07:55:54', 5140812, 'a')
(592, '2005-05-10T07:57:54', 5141176, 'a')
(606, '2005-05-10T08:01:42', 5141904, 'a')
(623, '2005-05-10T06:01:00', 6231412, 'a')
(606, '2005-05-10T06:05:00', 6231776, 'a')
(592, '2005-05-10T06:09:18', 6232504, 'a')
(611, '2005-05-10T06:13:36', 6233232, 'a')
(240, '2005-05-10T06:16:36', 6233596, 'a')
(409, '2005-05-10T06:19:06', 6234324, 'a')
(356, '2005-05-10T06:23:54', 6234688, 'a')
(344, '2005-05-10T06:26:00', 6235052, 'a')
(188, '2005-05-10T06:30:54', 6235416, 'a')
(466, '2005-05-10T06:33:12', 6235780, 'a')
(437, '2005-05-10T06:36:06', 6236144, 'a')
(349, '2005-05-10T06:38:06', 6236508, 'a')
(346, '2005-05-10T06:42:12', 6236872, 'a')
(548, '2005-05-10T07:28:18', 6640549, 'a')
(351, '2005-05-10T07:31:30', 6640913, 'a')
(354, '2005-05-10T07:32:36', 6641277, 'a')
(176, '2005-05-10T07:35:36', 6641641, 'a')
(387, '2005-05-10T07:40:06', 6642005, 'a')
(560, '2005-05-10T07:44:06', 6642369, 'a')
(618, '2005-05-10T07:46:18', 6642733, 'a')
(611, '2005-05-10T07:51:06', 6643097, 'a')
(592, '2005-05-10T07:54:24', 6643825, 'a')
(606, '2005-05-10T07:58:12', 6644553, 'a')
(203, '2005-05-10T06:03:24', 6779233, 'a')
(538, '2005-05-10T06:06:00', 6779961, 'a')
(611, '2005-05-10T06:10:00', 6780325, 'a')
(663, '2005-05-10T06:13:00', 6780689, 'a')
(633, '2005-05-10T06:18:00', 6781781, 'a')
(563, '2005-05-10T06:16:48', 7057329, 'a')
(592, '2005-05-10T06:21:12', 7057693, 'a')
(606, '2005-05-10T06:26:00', 7058421, 'a')
(623, '2005-05-10T06:31:00', 7058785, 'a')
(462, '2005-05-10T06:36:06', 7059149, 'a')
(203, '2005-05-10T06:40:00', 7060241, 'a')
(439, '2005-05-10T06:43:24', 7060605, 'a')
(328, '2005-05-10T06:46:24', 7060969, 'a')
(494, '2005-05-10T06:49:48', 7061333, 'a')
(563, '2005-05-10T06:46:48', 7062425, 'a')
(592, '2005-05-10T06:51:12', 7062789, 'a')
(606, '2005-05-10T06:56:00', 7063517, 'a')
(623, '2005-05-10T07:01:00', 7063881, 'a')
(462, '2005-05-10T07:06:06', 7064245, 'a')
(203, '2005-05-10T07:10:00', 7065337, 'a')
(439, '2005-05-10T07:13:24', 7065701, 'a')
(328, '2005-05-10T07:16:24', 7066065, 'a')
(494, '2005-05-10T07:19:48', 7066429, 'a')
(563, '2005-05-10T07:16:48', 7067521, 'a')
(592, '2005-05-10T07:21:12', 7067885, 'a')
(606, '2005-05-10T07:26:00', 7068613, 'a')
(623, '2005-05-10T07:31:00', 7068977, 'a')
(462, '2005-05-10T07:36:06', 7069341, 'a')
(203, '2005-05-10T07:40:00', 7070433, 'a')
(439, '2005-05-10T07:43:24', 7070797, 'a')
(328, '2005-05-10T07:46:24', 7071161, 'a')
(494, '2005-05-10T07:49:48', 7071525, 'a')
(563, '2005-05-10T07:46:48', 7072617, 'a')
(592, '2005-05-10T07:51:12', 7072981, 'a')
(606, '2005-05-10T07:56:00', 7073709, 'a')
(623, '2005-05-10T08:01:00', 7074073, 'a')
(12, '2005-05-10T07:58:30', 7250613, 'a')
(8, '2005-05-10T08:00:30', 7250977, 'a')
(520, '2005-05-10T06:44:06', 7414413, 'a')
(386, '2005-05-10T06:48:36', 7414777, 'a')
(520, '2005-05-10T07:44:06', 7415869, 'a')
(386, '2005-05-10T07:48:36', 7416233, 'a')
(633, '2005-05-10T07:54:00', 7444261, 'a')
(220, '2005-05-10T06:08:00', 7502865, 'a')
(379, '2005-05-10T06:12:24', 7503229, 'a')
(553, '2005-05-10T06:13:42', 7503593, 'a')
(545, '2005-05-10T06:19:30', 7503957, 'a')
(498, '2005-05-10T06:24:00', 7504685, 'a')
(207, '2005-05-10T07:49:06', 7641789, 'a')
(199, '2005-05-10T07:53:30', 7642517, 'a')
(538, '2005-05-10T07:56:54', 7642881, 'a')
(611, '2005-05-10T08:00:24', 7643245, 'a')
(515, '2005-05-10T07:18:48', 8128077, 'a')
(633, '2005-05-10T07:58:00', 8744329, 'a')
(538, '2005-05-10T06:03:00', 9039897, 'a')
(199, '2005-05-10T06:06:24', 9040261, 'a')
(207, '2005-05-10T06:11:12', 9040989, 'a')
(498, '2005-05-10T06:19:12', 9042445, 'a')
(498, '2005-05-10T06:09:00', 9636275, 'a')
(520, '2005-05-10T06:13:36', 9636639, 'a')
(542, '2005-05-10T06:16:18', 9637003, 'a')
(340, '2005-05-10T06:20:54', 9638095, 'a')
(285, '2005-05-10T06:23:00', 9638459, 'a')
(192, '2005-05-10T06:29:18', 9638823, 'a')
(244, '2005-05-10T06:32:12', 9639187, 'a')
(431, '2005-05-10T06:33:54', 9639551, 'a')
(563, '2005-05-10T06:38:18', 9640279, 'a')
(592, '2005-05-10T06:41:12', 9640643, 'a')
(606, '2005-05-10T06:46:00', 9641371, 'a')
(623, '2005-05-10T06:51:06', 9641735, 'a')
(462, '2005-05-10T06:55:36', 9642099, 'a')
(498, '2005-05-10T07:09:00', 9645011, 'a')
(520, '2005-05-10T07:13:36', 9645375, 'a')
(542, '2005-05-10T07:16:18', 9645739, 'a')
(340, '2005-05-10T07:20:54', 9646831, 'a')
(285, '2005-05-10T07:23:00', 9647195, 'a')
(192, '2005-05-10T07:29:18', 9647559, 'a')
(244, '2005-05-10T07:32:12', 9647923, 'a')
(431, '2005-05-10T07:33:54', 9648287, 'a')
(563, '2005-05-10T07:38:18', 9649015, 'a')
(592, '2005-05-10T07:41:12', 9649379, 'a')
(606, '2005-05-10T07:46:00', 9650107, 'a')
(623, '2005-05-10T07:51:06', 9650471, 'a')
(462, '2005-05-10T07:55:36', 9650835, 'a')
(267, '2005-05-10T06:02:54', 9796435, 'a')
(207, '2005-05-10T06:09:12', 9796799, 'a')
(199, '2005-05-10T06:14:18', 9797527, 'a')
(462, '2005-05-10T06:17:48', 9798255, 'a')
(623, '2005-05-10T06:22:48', 9798619, 'a')
(606, '2005-05-10T06:26:12', 9798983, 'a')
(592, '2005-05-10T06:29:48', 9799711, 'a')
(563, '2005-05-10T06:34:18', 9800075, 'a')
(431, '2005-05-10T06:36:18', 9800803, 'a')
(244, '2005-05-10T06:38:42', 9801167, 'a')
(192, '2005-05-10T06:43:12', 9801531, 'a')
(294, '2005-05-10T06:20:36', 9802623, 'a')
(383, '2005-05-10T06:26:00', 9802987, 'a')
(227, '2005-05-10T06:29:00', 9803351, 'a')
(267, '2005-05-10T06:32:54', 9803715, 'a')
(207, '2005-05-10T06:39:12', 9804079, 'a')
(199, '2005-05-10T06:44:18', 9804807, 'a')
(462, '2005-05-10T06:47:48', 9805535, 'a')
(623, '2005-05-10T06:52:48', 9805899, 'a')
(606, '2005-05-10T06:56:12', 9806263, 'a')
(592, '2005-05-10T06:59:48', 9806991, 'a')
(563, '2005-05-10T07:04:18', 9807355, 'a')
(431, '2005-05-10T07:06:18', 9808083, 'a')
(244, '2005-05-10T07:08:42', 9808447, 'a')
(192, '2005-05-10T07:13:12', 9808811, 'a')
(294, '2005-05-10T06:50:36', 9809903, 'a')
(383, '2005-05-10T06:56:00', 9810267, 'a')
(227, '2005-05-10T06:59:00', 9810631, 'a')
(267, '2005-05-10T07:02:54', 9810995, 'a')
(207, '2005-05-10T07:09:12', 9811359, 'a')
(199, '2005-05-10T07:14:18', 9812087, 'a')
(462, '2005-05-10T07:17:48', 9812815, 'a')
(623, '2005-05-10T07:22:48', 9813179, 'a')
(606, '2005-05-10T07:26:12', 9813543, 'a')
(592, '2005-05-10T07:29:48', 9814271, 'a')
(563, '2005-05-10T07:34:18', 9814635, 'a')
(431, '2005-05-10T07:36:18', 9815363, 'a')
(244, '2005-05-10T07:38:42', 9815727, 'a')
(192, '2005-05-10T07:43:12', 9816091, 'a')
(294, '2005-05-10T07:20:36', 9817183, 'a')
(383, '2005-05-10T07:26:00', 9817547, 'a')
(227, '2005-05-10T07:29:00', 9817911, 'a')
(267, '2005-05-10T07:32:54', 9818275, 'a')
(207, '2005-05-10T07:39:12', 9818639, 'a')
(199, '2005-05-10T07:44:18', 9819367, 'a')
(462, '2005-05-10T07:47:48', 9820095, 'a')
(623, '2005-05-10T07:52:48', 9820459, 'a')
(606, '2005-05-10T07:56:12', 9820823, 'a')
(592, '2005-05-10T07:59:48', 9821551, 'a')
(294, '2005-05-10T07:50:36', 9824463, 'a')
(383, '2005-05-10T07:56:00', 9824827, 'a')
(227, '2005-05-10T07:59:00', 9825191, 'a')
(267, '2005-05-10T08:02:54', 9825555, 'a')
(462, '2005-05-10T06:03:36', 10156067, 'a')
(623, '2005-05-10T06:08:18', 10156431, 'a')
(606, '2005-05-10T06:11:24', 10156795, 'a')
(592, '2005-05-10T06:14:42', 10157523, 'a')
(563, '2005-05-10T06:19:30', 10157887, 'a')
(431, '2005-05-10T06:23:24', 10158615, 'a')
(244, '2005-05-10T06:26:12', 10158979, 'a')
(192, '2005-05-10T06:29:36', 10159343, 'a')
(285, '2005-05-10T06:33:24', 10159707, 'a')
(340, '2005-05-10T06:36:24', 10160071, 'a')
(515, '2005-05-10T06:40:54', 10160435, 'a')
(520, '2005-05-10T06:45:12', 10161527, 'a')
(498, '2005-05-10T06:50:18', 10161891, 'a')
(462, '2005-05-10T07:03:36', 10164803, 'a')
(623, '2005-05-10T07:08:18', 10165167, 'a')
(606, '2005-05-10T07:11:24', 10165531, 'a')
(592, '2005-05-10T07:14:42', 10166259, 'a')
(563, '2005-05-10T07:19:30', 10166623, 'a')
(431, '2005-05-10T07:23:24', 10167351, 'a')
(244, '2005-05-10T07:26:12', 10167715, 'a')
(192, '2005-05-10T07:29:36', 10168079, 'a')
(285, '2005-05-10T07:33:24', 10168443, 'a')
(340, '2005-05-10T07:36:24', 10168807, 'a')
(515, '2005-05-10T07:40:54', 10169171, 'a')
(520, '2005-05-10T07:45:12', 10170263, 'a')
(498, '2005-05-10T07:50:18', 10170627, 'a')
(587, '2005-05-10T06:18:00', 10323871, 'a')
(498, '2005-05-10T06:33:00', 10326783, 'a')
(633, '2005-05-10T07:00:00', 10331879, 'a')
(587, '2005-05-10T07:18:00', 10333699, 'a')
(498, '2005-05-10T07:33:00', 10336611, 'a')
(633, '2005-05-10T08:00:00', 10341707, 'a')
(611, '2005-05-10T07:08:00', 10683933, 'a')
(563, '2005-05-10T07:14:00', 10684661, 'a')
(192, '2005-05-10T07:20:00', 10685753, 'a')
(515, '2005-05-10T07:26:42', 10686845, 'a')
(563, '2005-05-10T06:59:18', 10950381, 'a')
(563, '2005-05-10T07:59:18', 10955841, 'a')
(392, '2005-05-10T06:09:36', 11097074, 'a')
(551, '2005-05-10T06:12:12', 11097438, 'a')
(370, '2005-05-10T06:15:18', 11097802, 'a')
(498, '2005-05-10T06:19:12', 11098166, 'a')
(462, '2005-05-10T06:32:54', 11101078, 'a')
(623, '2005-05-10T06:37:30', 11101442, 'a')
(606, '2005-05-10T06:40:36', 11101806, 'a')
(592, '2005-05-10T06:44:54', 11102534, 'a')
(563, '2005-05-10T06:48:12', 11102898, 'a')
(431, '2005-05-10T06:53:06', 11103626, 'a')
(244, '2005-05-10T06:55:54', 11103990, 'a')
(192, '2005-05-10T06:58:18', 11104354, 'a')
(285, '2005-05-10T07:03:06', 11104718, 'a')
(340, '2005-05-10T07:06:06', 11105082, 'a')
(515, '2005-05-10T07:10:36', 11105446, 'a')
(392, '2005-05-10T07:09:36', 11106538, 'a')
(551, '2005-05-10T07:12:12', 11106902, 'a')
(370, '2005-05-10T07:15:18', 11107266, 'a')
(498, '2005-05-10T07:19:12', 11107630, 'a')
(462, '2005-05-10T07:32:54', 11110542, 'a')
(623, '2005-05-10T07:37:30', 11110906, 'a')
(606, '2005-05-10T07:40:36', 11111270, 'a')
(592, '2005-05-10T07:44:54', 11111998, 'a')
(563, '2005-05-10T07:48:12', 11112362, 'a')
(431, '2005-05-10T07:53:06', 11113090, 'a')
(244, '2005-05-10T07:55:54', 11113454, 'a')
(192, '2005-05-10T07:58:18', 11113818, 'a')
(285, '2005-05-10T08:03:06', 11114182, 'a')
(498, '2005-05-10T06:53:00', 11628878, 'a')
(587, '2005-05-10T07:07:00', 11631790, 'a')
(633, '2005-05-10T07:20:00', 11633610, 'a')
(308, '2005-05-10T07:41:36', 11637250, 'a')
(498, '2005-05-10T07:53:00', 11638706, 'a')
(633, '2005-05-10T07:30:00', 11798866, 'a')
(587, '2005-05-10T07:48:00', 11800686, 'a')
(168, '2005-05-10T07:45:06', 11973950, 'a')
(587, '2005-05-10T07:49:42', 11974678, 'a')
(611, '2005-05-10T07:56:12', 11975406, 'a')
(663, '2005-05-10T07:59:18', 11975770, 'a')
(545, '2005-05-10T07:39:06', 12248406, 'a')
(553, '2005-05-10T07:41:30', 12248770, 'a')
(379, '2005-05-10T07:47:48', 12249134, 'a')
(220, '2005-05-10T07:53:12', 12249498, 'a')
(179, '2005-05-10T07:57:54', 12249862, 'a')
(370, '2005-05-10T06:16:18', 12306282, 'a')
(551, '2005-05-10T06:17:18', 12306646, 'a')
(392, '2005-05-10T06:19:18', 12307010, 'a')
(444, '2005-05-10T06:23:06', 12307374, 'a')
(370, '2005-05-10T07:16:18', 12308466, 'a')
(551, '2005-05-10T07:17:18', 12308830, 'a')
(392, '2005-05-10T07:19:18', 12309194, 'a')
(444, '2005-05-10T07:23:06', 12309558, 'a')
(370, '2005-05-10T06:49:00', 13371346, 'a')
(514, '2005-05-10T06:51:06', 13371710, 'a')
(370, '2005-05-10T07:49:00', 13372802, 'a')
(514, '2005-05-10T07:51:06', 13373166, 'a')
(349, '2005-05-10T07:21:00', 13409202, 'a')
(437, '2005-05-10T07:24:00', 13409566, 'a')
(466, '2005-05-10T07:27:24', 13409930, 'a')
(188, '2005-05-10T07:30:42', 13410294, 'a')
(344, '2005-05-10T07:33:00', 13410658, 'a')
(356, '2005-05-10T07:36:00', 13411022, 'a')
(409, '2005-05-10T07:38:00', 13411386, 'a')
(240, '2005-05-10T07:42:54', 13412114, 'a')
(611, '2005-05-10T07:45:30', 13412478, 'a')
(592, '2005-05-10T07:49:00', 13413206, 'a')
(606, '2005-05-10T07:53:18', 13413934, 'a')
(623, '2005-05-10T07:57:48', 13414298, 'a')
(10, '2005-05-10T07:39:30', 19852, 'a')
(7, '2005-05-10T07:42:30', 20216, 'a')
(11, '2005-05-10T07:44:30', 20580, 'a')
(8, '2005-05-10T07:45:30', 20944, 'a')
(12, '2005-05-10T07:48:30', 21308, 'a')
(13, '2005-05-10T07:51:00', 21672, 'a')
(328, '2005-05-10T06:00:48', 107578, 'a')
(494, '2005-05-10T06:04:18', 107942, 'a')
(143, '2005-05-10T06:07:48', 108306, 'a')
(554, '2005-05-10T06:13:18', 108670, 'a')
(663, '2005-05-10T06:45:00', 110854, 'a')
(611, '2005-05-10T06:48:30', 111218, 'a')
(538, '2005-05-10T06:52:00', 111582, 'a')
(203, '2005-05-10T06:54:54', 112310, 'a')
(439, '2005-05-10T06:59:00', 112674, 'a')
(328, '2005-05-10T07:00:48', 113038, 'a')
(494, '2005-05-10T07:04:18', 113402, 'a')
(143, '2005-05-10T07:07:48', 113766, 'a')
(554, '2005-05-10T07:13:18', 114130, 'a')
(584, '2005-05-10T06:14:54', 241896, 'a')
(659, '2005-05-10T06:16:24', 242260, 'a')
(633, '2005-05-10T06:22:18', 243352, 'a')
(663, '2005-05-10T06:29:18', 244444, 'a')
(611, '2005-05-10T06:33:30', 244808, 'a')
(587, '2005-05-10T06:38:00', 245536, 'a')
(168, '2005-05-10T06:42:00', 246264, 'a')
(207, '2005-05-10T06:48:06', 246992, 'a')
(584, '2005-05-10T07:14:54', 255364, 'a')
(659, '2005-05-10T07:16:24', 255728, 'a')
(633, '2005-05-10T07:22:18', 256820, 'a')
(663, '2005-05-10T07:29:18', 257912, 'a')
(611, '2005-05-10T07:33:30', 258276, 'a')
(587, '2005-05-10T07:38:00', 259004, 'a')
(168, '2005-05-10T07:42:00', 259732, 'a')
(207, '2005-05-10T07:48:06', 260460, 'a')
(179, '2005-05-10T06:31:00', 479957, 'a')
(633, '2005-05-10T06:49:00', 483233, 'a')
(179, '2005-05-10T07:31:00', 487237, 'a')
(633, '2005-05-10T07:49:00', 490513, 'a')
(560, '2005-05-10T06:14:00', 615366, 'a')
(618, '2005-05-10T06:16:12', 615730, 'a')
(611, '2005-05-10T06:21:00', 616094, 'a')
(592, '2005-05-10T06:24:18', 616822, 'a')
(606, '2005-05-10T06:28:12', 617550, 'a')
(623, '2005-05-10T06:33:12', 617914, 'a')
(629, '2005-05-10T06:35:48', 618278, 'a')
(601, '2005-05-10T06:38:24', 618642, 'a')
(277, '2005-05-10T06:39:00', 619006, 'a')
(300, '2005-05-10T06:43:00', 619370, 'a')
(560, '2005-05-10T07:14:00', 622282, 'a')
(618, '2005-05-10T07:16:12', 622646, 'a')
(611, '2005-05-10T07:21:00', 623010, 'a')
(592, '2005-05-10T07:24:18', 623738, 'a')
(606, '2005-05-10T07:28:12', 624466, 'a')
(623, '2005-05-10T07:33:12', 624830, 'a')
(629, '2005-05-10T07:35:48', 625194, 'a')
(601, '2005-05-10T07:38:24', 625558, 'a')
(277, '2005-05-10T07:39:00', 625922, 'a')
(300, '2005-05-10T07:43:00', 626286, 'a')
(520, '2005-05-10T06:47:00', 1434009, 'a')
(542, '2005-05-10T06:49:00', 1434371, 'a')
(456, '2005-05-10T06:51:30', 1434733, 'a')
(297, '2005-05-10T06:56:00', 1435095, 'a')
(401, '2005-05-10T06:59:30', 1435457, 'a')
(253, '2005-05-10T07:11:42', 1794781, 'a')
(277, '2005-05-10T06:48:00', 1857058, 'a')
(601, '2005-05-10T06:50:06', 1857422, 'a')
(629, '2005-05-10T06:53:18', 1857786, 'a')
(623, '2005-05-10T06:57:24', 1858150, 'a')
(606, '2005-05-10T07:00:30', 1858514, 'a')
(592, '2005-05-10T07:04:18', 1859242, 'a')
(611, '2005-05-10T07:08:36', 1859970, 'a')
(618, '2005-05-10T07:11:18', 1860334, 'a')
(560, '2005-05-10T07:14:18', 1860698, 'a')
(387, '2005-05-10T07:18:18', 1861062, 'a')
(176, '2005-05-10T07:20:18', 1861426, 'a')
(354, '2005-05-10T07:23:18', 1861790, 'a')
(351, '2005-05-10T07:27:24', 1862154, 'a')
(548, '2005-05-10T07:29:06', 1862518, 'a')
(515, '2005-05-10T07:35:54', 1862882, 'a')
(277, '2005-05-10T07:48:00', 1865794, 'a')
(601, '2005-05-10T07:50:06', 1866158, 'a')
(629, '2005-05-10T07:53:18', 1866522, 'a')
(623, '2005-05-10T07:57:24', 1866886, 'a')
(606, '2005-05-10T08:00:30', 1867250, 'a')
(297, '2005-05-10T06:59:00', 2253764, 'a')
(456, '2005-05-10T07:02:00', 2254126, 'a')
(542, '2005-05-10T07:06:30', 2254488, 'a')
(520, '2005-05-10T07:09:30', 2254850, 'a')
(498, '2005-05-10T07:14:30', 2255212, 'a')
(297, '2005-05-10T07:59:00', 2265752, 'a')
(633, '2005-05-10T06:26:00', 2432797, 'a')
(633, '2005-05-10T07:26:00', 2450997, 'a')
(179, '2005-05-10T06:30:00', 3129859, 'a')
(179, '2005-05-10T07:30:00', 3137139, 'a')
(331, '2005-05-10T06:03:24', 3252163, 'a')
(356, '2005-05-10T06:06:12', 3252527, 'a')
(409, '2005-05-10T06:08:12', 3252891, 'a')
(240, '2005-05-10T06:12:36', 3253619, 'a')
